Fecha,Año,Mes,Día,Hora,Comuna,Tipo de Calle,Tipo de Víctima,Sexo,Edad
2020-12-19,2020,12,19,03:30:00,3,AVENIDA,BICICLETA,MASCULINO,42.0
2020-12-20,2020,12,20,07:40:00,8,AVENIDA,MOTO,MASCULINO,56.0
2020-12-20,2020,12,20,21:00:00,7,AVENIDA,AUTO,MASCULINO,39.0
2020-12-23,2020,12,23,14:00:00,1,AVENIDA,PEATON,MASCULINO,23.0
2020-12-24,2020,12,24,12:30:00,10,AVENIDA,AUTO,FEMENINO,78.0
2020-12-25,2020,12,25,06:40:00,15,AVENIDA,MOTO,FEMENINO,30.0
2020-12-25,2020,12,25,06:40:00,15,AVENIDA,MOTO,FEMENINO,24.0
2020-12-25,2020,12,25,05:50:00,7,CALLE,BICICLETA,MASCULINO,26.0
2020-12-27,2020,12,27,04:15:00,12,GRAL PAZ,MOTO,MASCULINO,28.0
2021-01-06,2021,1,6,18:00:00,1,AUTOPISTA,MOTO,MASCULINO,36.0
2021-01-07,2021,1,7,10:20:00,9,AVENIDA,MOTO,FEMENINO,47.0
2021-01-10,2021,1,10,07:40:00,7,AUTOPISTA,MOTO,MASCULINO,27.0
2021-01-11,2021,1,11,09:12:18,5,AVENIDA,PEATON,FEMENINO,61.0
2021-01-11,2021,1,11,21:30:00,9,AVENIDA,PEATON,MASCULINO,73.0
2021-01-12,2021,1,12,21:00:00,14,AUTOPISTA,MOTO,FEMENINO,23.0
2021-01-18,2021,1,18,10:00:00,15,AVENIDA,MOTO,MASCULINO,84.0
2021-01-22,2021,1,22,23:30:00,4,AVENIDA,PEATON,MASCULINO,28.0
2021-01-23,2021,1,23,05:30:00,6,AVENIDA,MOTO,MASCULINO,31.0
2021-01-23,2021,1,23,08:00:00,12,GRAL PAZ,MOTO,MASCULINO,28.0
2021-01-27,2021,1,27,01:04:26,2,AVENIDA,PEATON,MASCULINO,21.0
2021-01-29,2021,1,29,20:07:22,8,AUTOPISTA,PEATON,MASCULINO,42.16716867469879
2021-01-31,2021,1,31,06:10:00,10,AVENIDA,MOTO,MASCULINO,41.0
2021-02-02,2021,2,2,00:50:00,15,AVENIDA,PEATON,MASCULINO,28.0
2021-02-06,2021,2,6,03:05:00,15,AVENIDA,MOTO,MASCULINO,26.0
2021-02-14,2021,2,14,05:50:00,8,AVENIDA,AUTO,MASCULINO,22.0
2021-02-17,2021,2,17,04:10:00,1,AVENIDA,MOTO,MASCULINO,33.0
2021-02-20,2021,2,20,19:00:00,3,CALLE,PEATON,MASCULINO,36.0
2021-02-21,2021,2,21,01:20:00,12,AVENIDA,MOTO,MASCULINO,30.0
2021-02-21,2021,2,21,15:00:00,5,CALLE,PEATON,FEMENINO,42.16716867469879
2021-02-26,2021,2,26,05:30:00,3,CALLE,MOTO,MASCULINO,39.0
2021-02-28,2021,2,28,12:00:00,13,AVENIDA,PASAJEROS,MASCULINO,68.0
2021-03-01,2021,3,1,09:20:00,4,AUTOPISTA,MOTO,MASCULINO,24.0
2021-03-03,2021,3,3,16:30:00,9,AVENIDA,BICICLETA,MASCULINO,5.0
2021-03-11,2021,3,11,03:45:00,8,GRAL PAZ,MOTO,MASCULINO,37.0
2021-03-15,2021,3,15,02:35:00,4,AUTOPISTA,MOTO,MASCULINO,36.0
2021-03-16,2021,3,16,15:30:00,12,GRAL PAZ,MOTO,FEMENINO,19.0
2021-03-29,2021,3,29,17:20:00,7,AVENIDA,PEATON,MASCULINO,42.16716867469879
2021-03-31,2021,3,31,18:05:00,7,AVENIDA,AUTO,MASCULINO,26.0
2021-04-03,2021,4,3,18:30:00,4,CALLE,PEATON,MASCULINO,36.0
2021-04-07,2021,4,7,10:29:00,1,AVENIDA,PEATON,FEMENINO,68.0
2021-04-10,2021,4,10,19:55:00,13,AUTOPISTA,PEATON,MASCULINO,60.0
2021-04-14,2021,4,14,17:50:00,5,AUTOPISTA,AUTO,MASCULINO,33.0
2021-04-19,2021,4,19,14:40:00,4,AVENIDA,MOTO,FEMENINO,26.0
2021-05-03,2021,5,3,09:20:00,8,AVENIDA,MOTO,MASCULINO,24.0
2021-05-09,2021,5,9,06:00:00,11,GRAL PAZ,MOTO,MASCULINO,36.0
2021-05-11,2021,5,11,07:10:00,13,AVENIDA,PEATON,FEMENINO,58.0
2021-05-14,2021,5,14,11:40:00,14,AVENIDA,MOTO,FEMENINO,44.0
2021-05-15,2021,5,15,12:09:00,9,AVENIDA,BICICLETA,MASCULINO,86.0
2021-05-20,2021,5,20,05:50:00,13,GRAL PAZ,MOTO,MASCULINO,27.0
2021-05-20,2021,5,20,08:30:00,14,AVENIDA,PEATON,MASCULINO,75.0
2021-05-21,2021,5,21,05:00:00,9,AVENIDA,PEATON,MASCULINO,39.0
2021-05-22,2021,5,22,18:26:00,9,AVENIDA,PEATON,MASCULINO,50.0
2021-05-25,2021,5,25,02:00:00,9,AVENIDA,MOTO,MASCULINO,21.0
2021-05-26,2021,5,26,17:24:00,4,AUTOPISTA,MOTO,MASCULINO,22.0
2021-05-31,2021,5,31,02:00:00,15,AVENIDA,AUTO,MASCULINO,20.0
2021-06-02,2021,6,2,16:00:00,4,AVENIDA,MOTO,MASCULINO,59.0
2021-06-03,2021,6,3,09:58:00,12,AVENIDA,BICICLETA,MASCULINO,44.0
2021-06-03,2021,6,3,20:30:00,8,AVENIDA,AUTO,MASCULINO,74.0
2021-06-10,2021,6,10,13:30:00,13,AVENIDA,MOTO,MASCULINO,56.0
2021-06-15,2021,6,15,19:20:00,4,AVENIDA,PEATON,MASCULINO,73.0
2021-06-20,2021,6,20,05:40:00,8,GRAL PAZ,MOTO,FEMENINO,19.0
2021-06-20,2021,6,20,12:00:00,15,AVENIDA,PEATON,MASCULINO,58.0
2021-06-22,2021,6,22,14:44:00,4,CALLE,MOTO,MASCULINO,41.0
2021-06-29,2021,6,29,12:20:00,3,AVENIDA,MOTO,MASCULINO,47.0
2021-07-09,2021,7,9,23:25:00,4,AVENIDA,BICICLETA,MASCULINO,60.0
2021-07-10,2021,7,10,23:30:00,2,AUTOPISTA,AUTO,MASCULINO,46.0
2021-07-21,2021,7,21,00:40:00,12,GRAL PAZ,PEATON,MASCULINO,24.0
2021-07-22,2021,7,22,01:20:00,3,AVENIDA,AUTO,FEMENINO,44.0
2021-07-22,2021,7,22,12:30:00,5,AVENIDA,PEATON,FEMENINO,80.0
2021-07-24,2021,7,24,09:15:00,4,AVENIDA,PEATON,FEMENINO,55.0
2021-07-27,2021,7,27,07:16:00,4,AVENIDA,AUTO,MASCULINO,73.0
2021-08-02,2021,8,2,04:40:00,7,AVENIDA,AUTO,FEMENINO,31.0
2021-08-02,2021,8,2,20:00:00,9,GRAL PAZ,PEATON,MASCULINO,37.0
2021-08-06,2021,8,6,08:30:00,6,AVENIDA,PEATON,FEMENINO,63.0
2021-08-06,2021,8,6,20:00:00,11,AVENIDA,PEATON,MASCULINO,59.0
2021-08-08,2021,8,8,09:29:00,1,AUTOPISTA,MOTO,MASCULINO,27.0
2021-08-15,2021,8,15,06:10:00,11,AVENIDA,MOTO,MASCULINO,39.0
2021-08-20,2021,8,20,17:15:00,14,AVENIDA,PEATON,MASCULINO,17.0
2021-08-28,2021,8,28,08:30:00,8,AVENIDA,MOTO,MASCULINO,31.0
2021-08-31,2021,8,31,16:00:00,3,CALLE,PEATON,MASCULINO,88.0
2021-09-01,2021,9,1,19:10:00,2,AVENIDA,PEATON,FEMENINO,57.0
2021-09-18,2021,9,18,12:20:00,2,AVENIDA,BICICLETA,FEMENINO,76.0
2021-09-20,2021,9,20,15:00:00,12,GRAL PAZ,MOTO,MASCULINO,55.0
2021-09-21,2021,9,21,14:30:00,1,CALLE,PEATON,MASCULINO,65.0
2021-10-16,2021,10,16,06:15:00,7,AVENIDA,MOTO,MASCULINO,31.0
2021-10-18,2021,10,18,07:20:00,6,AVENIDA,MOTO,FEMENINO,31.0
2021-10-23,2021,10,23,06:35:00,6,AVENIDA,MOTO,MASCULINO,22.0
2021-10-25,2021,10,25,03:30:00,3,CALLE,PEATON,MASCULINO,42.16716867469879
2021-10-28,2021,10,28,16:16:00,1,AVENIDA,MOTO,MASCULINO,32.0
2021-11-02,2021,11,2,13:35:00,4,AUTOPISTA,MOTO,MASCULINO,26.0
2021-11-06,2021,11,6,04:39:00,3,AUTOPISTA,MOTO,MASCULINO,38.0
2021-11-09,2021,11,9,00:35:00,13,AVENIDA,MOTO,MASCULINO,30.0
2021-11-11,2021,11,11,03:00:00,9,AVENIDA,AUTO,MASCULINO,32.0
2021-11-20,2021,11,20,18:30:00,12,GRAL PAZ,MOTO,MASCULINO,49.0
2021-11-25,2021,11,25,10:10:00,6,AVENIDA,PEATON,MASCULINO,75.0
2021-11-27,2021,11,27,11:22:00,1,CALLE,PEATON,FEMENINO,73.0
2021-12-01,2021,12,1,15:40:00,13,CALLE,MOTO,MASCULINO,45.0
2021-12-02,2021,12,2,01:10:00,11,AVENIDA,MOTO,MASCULINO,41.0
2021-12-10,2021,12,10,11:45:00,1,AVENIDA,PEATON,MASCULINO,73.0
2021-12-11,2021,12,11,23:00:00,10,CALLE,MOTO,MASCULINO,24.0
2021-12-12,2021,12,12,06:20:00,3,AVENIDA,PEATON,FEMENINO,50.0
2021-12-13,2021,12,13,17:10:00,7,AVENIDA,MOTO,FEMENINO,18.0
2021-12-20,2021,12,20,01:10:00,9,AUTOPISTA,MOTO,FEMENINO,43.0
2021-12-30,2021,12,30,00:43:00,11,AVENIDA,MOTO,MASCULINO,27.0
2021-12-15,2021,12,15,10:30:00,9,AVENIDA,AUTO,MASCULINO,60.0
2021-11-18,2021,11,18,06:10:00,1,CALLE,BICICLETA,MASCULINO,53.0
