Fecha,Año,Mes,Día,Hora,Comuna,Tipo de Calle,Tipo de Víctima,Sexo,Edad
2018-02-17,2018,2,17,07:15:00,4,CALLE,MOTO,MASCULINO,26.0
2018-02-17,2018,2,17,12:30:00,2,AVENIDA,PEATON,FEMENINO,80.0
2018-02-19,2018,2,19,22:00:00,8,AUTOPISTA,MOTO,MASCULINO,26.0
2018-02-22,2018,2,22,10:45:00,4,AVENIDA,PEATON,FEMENINO,62.0
2018-02-24,2018,2,24,00:00:00,4,AVENIDA,MOTO,MASCULINO,28.0
2018-02-24,2018,2,24,06:00:00,6,CALLE,MOTO,MASCULINO,28.0
2018-02-28,2018,2,28,23:00:00,15,AVENIDA,PEATON,MASCULINO,70.0
2018-03-04,2018,3,4,22:30:00,7,AVENIDA,PEATON,MASCULINO,70.0
2018-03-09,2018,3,9,04:45:00,4,AVENIDA,MOVIL,MASCULINO,24.0
2018-03-09,2018,3,9,04:45:00,4,AVENIDA,MOVIL,MASCULINO,30.0
2018-03-11,2018,3,11,23:00:00,5,CALLE,PEATON,FEMENINO,74.0
2018-03-13,2018,3,13,15:45:00,9,AVENIDA,PEATON,MASCULINO,71.0
2018-03-15,2018,3,15,18:00:00,11,AVENIDA,MOTO,MASCULINO,26.0
2018-03-20,2018,3,20,01:30:00,15,AVENIDA,MOTO,MASCULINO,24.0
2018-03-28,2018,3,28,10:15:00,11,AVENIDA,MOTO,MASCULINO,31.0
2018-04-02,2018,4,2,13:00:00,13,AVENIDA,PEATON,MASCULINO,70.0
2018-04-07,2018,4,7,07:30:00,10,AVENIDA,MOTO,FEMENINO,42.0
2018-04-11,2018,4,11,18:15:00,2,AVENIDA,PEATON,MASCULINO,24.0
2018-04-12,2018,4,12,16:45:00,7,AVENIDA,PEATON,FEMENINO,39.0
2018-04-13,2018,4,13,23:15:00,15,AVENIDA,MOTO,MASCULINO,37.0
2018-04-18,2018,4,18,18:45:00,2,AVENIDA,PEATON,MASCULINO,84.0
2018-04-20,2018,4,20,17:10:00,1,AVENIDA,PEATON,FEMENINO,59.0
2018-04-20,2018,4,20,17:10:00,1,AVENIDA,PEATON,MASCULINO,61.0
2018-04-21,2018,4,21,22:15:00,14,AUTOPISTA,PEATON,MASCULINO,37.0
2018-04-27,2018,4,27,11:00:00,13,CALLE,PEATON,FEMENINO,42.16716867469879
2018-04-27,2018,4,27,13:30:00,4,AVENIDA,PEATON,FEMENINO,78.0
2018-04-27,2018,4,27,18:43:00,4,CALLE,MOTO,MASCULINO,23.0
2018-04-28,2018,4,28,06:30:00,11,AVENIDA,MOTO,MASCULINO,25.0
2018-04-28,2018,4,28,09:00:00,3,AVENIDA,PEATON,FEMENINO,50.0
2018-04-30,2018,4,30,07:00:00,13,AVENIDA,AUTO,MASCULINO,60.0
2018-05-02,2018,5,2,03:15:00,9,GRAL PAZ,PEATON,MASCULINO,11.0
2018-05-08,2018,5,8,19:00:00,15,AVENIDA,PEATON,MASCULINO,82.0
2018-05-09,2018,5,9,10:30:00,7,AVENIDA,PEATON,MASCULINO,57.0
2018-05-11,2018,5,11,19:15:00,13,CALLE,PEATON,FEMENINO,40.0
2018-05-14,2018,5,14,18:45:00,13,AVENIDA,PEATON,FEMENINO,47.0
2018-05-15,2018,5,15,21:15:00,4,CALLE,PEATON,FEMENINO,57.0
2018-05-18,2018,5,18,20:30:00,15,AVENIDA,PEATON,MASCULINO,78.0
2018-05-20,2018,5,20,02:30:00,3,CALLE,MOTO,MASCULINO,43.0
2018-05-22,2018,5,22,11:15:00,12,CALLE,PEATON,FEMENINO,86.0
2018-05-29,2018,5,29,07:30:00,3,AVENIDA,MOTO,MASCULINO,21.0
2018-06-02,2018,6,2,13:00:00,9,AVENIDA,PEATON,FEMENINO,69.0
2018-06-03,2018,6,3,03:30:00,3,CALLE,MOTO,MASCULINO,33.0
2018-06-03,2018,6,3,06:30:00,15,AVENIDA,MOTO,MASCULINO,26.0
2018-06-08,2018,6,8,06:20:00,5,AVENIDA,MOTO,MASCULINO,54.0
2018-06-08,2018,6,8,12:50:00,1,AVENIDA,PEATON,MASCULINO,51.0
2018-06-10,2018,6,10,11:15:00,3,CALLE,MOTO,MASCULINO,51.0
2018-06-14,2018,6,14,01:00:00,6,CALLE,PEATON,MASCULINO,32.0
2018-06-16,2018,6,16,21:15:00,1,AVENIDA,PEATON,FEMENINO,28.0
2018-06-25,2018,6,25,01:15:00,7,AVENIDA,AUTO,MASCULINO,30.0
2018-06-26,2018,6,26,17:30:00,1,CALLE,MOTO,MASCULINO,35.0
2018-06-28,2018,6,28,11:00:00,15,AVENIDA,PEATON,MASCULINO,73.0
2018-06-29,2018,6,29,16:15:00,4,AVENIDA,PASAJEROS,FEMENINO,81.0
2018-07-01,2018,7,1,09:00:00,7,AVENIDA,MOTO,MASCULINO,21.0
2018-07-04,2018,7,4,21:45:00,2,AVENIDA,BICICLETA,MASCULINO,20.0
2018-07-07,2018,7,7,15:45:00,3,CALLE,MOTO,MASCULINO,33.0
2018-07-10,2018,7,10,17:50:00,1,AVENIDA,MOTO,MASCULINO,42.16716867469879
2018-07-11,2018,7,11,13:15:00,8,AUTOPISTA,MOTO,MASCULINO,27.0
2018-07-11,2018,7,11,15:45:00,4,AVENIDA,PEATON,FEMENINO,67.0
2018-07-14,2018,7,14,06:04:00,7,AVENIDA,AUTO,MASCULINO,25.0
2018-07-15,2018,7,15,07:30:00,14,AVENIDA,PEATON,MASCULINO,23.0
2018-07-16,2018,7,16,09:30:00,9,CALLE,AUTO,MASCULINO,73.0
2018-07-16,2018,7,16,23:15:00,3,CALLE,AUTO,MASCULINO,58.0
2018-07-21,2018,7,21,06:15:00,2,CALLE,PEATON,MASCULINO,27.0
2018-07-23,2018,7,23,07:15:00,9,GRAL PAZ,PEATON,MASCULINO,42.16716867469879
2018-07-25,2018,7,25,22:22:00,9,AVENIDA,PEATON,MASCULINO,26.0
2018-07-29,2018,7,29,06:30:00,7,AVENIDA,PEATON,MASCULINO,35.0
2018-08-01,2018,8,1,15:53:00,9,AVENIDA,MOTO,FEMENINO,17.0
2018-08-02,2018,8,2,05:20:00,8,GRAL PAZ,MOTO,MASCULINO,42.16716867469879
2018-08-03,2018,8,3,07:25:00,1,AVENIDA,PEATON,MASCULINO,45.0
2018-08-03,2018,8,3,18:16:00,3,AVENIDA,MOTO,FEMENINO,22.0
2018-08-03,2018,8,3,18:16:00,3,AVENIDA,MOTO,MASCULINO,30.0
2018-08-10,2018,8,10,21:44:00,9,AVENIDA,PEATON,MASCULINO,40.0
2018-08-15,2018,8,15,19:20:00,5,AVENIDA,PEATON,MASCULINO,75.0
2018-08-17,2018,8,17,16:36:00,12,GRAL PAZ,MOTO,MASCULINO,42.16716867469879
2018-08-17,2018,8,17,17:56:00,4,AVENIDA,PEATON,MASCULINO,80.0
2018-08-18,2018,8,18,10:34:00,8,AVENIDA,MOTO,MASCULINO,27.0
2018-08-19,2018,8,19,18:47:00,9,AUTOPISTA,AUTO,FEMENINO,23.0
2018-08-20,2018,8,20,08:20:00,14,AVENIDA,MOTO,MASCULINO,23.0
2018-08-20,2018,8,20,08:41:00,1,CALLE,PEATON,MASCULINO,24.0
2018-08-23,2018,8,23,05:35:00,14,CALLE,MOTO,MASCULINO,32.0
2018-08-26,2018,8,26,00:59:00,9,AVENIDA,AUTO,FEMENINO,49.0
2018-08-31,2018,8,31,22:20:00,8,AUTOPISTA,PEATON,MASCULINO,39.0
2018-09-02,2018,9,2,10:50:00,8,AVENIDA,AUTO,FEMENINO,35.0
2018-09-09,2018,9,9,05:00:00,8,GRAL PAZ,AUTO,MASCULINO,55.0
2018-09-09,2018,9,9,05:00:00,8,GRAL PAZ,AUTO,MASCULINO,54.0
2018-09-12,2018,9,12,14:25:00,7,AVENIDA,PEATON,MASCULINO,18.0
2018-09-20,2018,9,20,10:30:00,1,AVENIDA,MOTO,FEMENINO,33.0
2018-09-21,2018,9,21,00:15:00,12,GRAL PAZ,AUTO,MASCULINO,42.16716867469879
2018-09-21,2018,9,21,00:30:00,4,CALLE,MOTO,MASCULINO,20.0
2018-09-27,2018,9,27,17:51:00,7,AVENIDA,PEATON,MASCULINO,1.0
2018-10-01,2018,10,1,08:58:00,4,AUTOPISTA,MOTO,MASCULINO,22.0
2018-10-03,2018,10,3,18:12:00,7,AVENIDA,PEATON,FEMENINO,56.0
2018-10-04,2018,10,4,22:02:00,13,AVENIDA,MOTO,MASCULINO,27.0
2018-10-06,2018,10,6,14:20:00,3,AVENIDA,PEATON,FEMENINO,62.0
2018-10-09,2018,10,9,14:00:00,1,AVENIDA,MOTO,MASCULINO,37.0
2018-10-10,2018,10,10,22:12:00,1,AVENIDA,PEATON,MASCULINO,34.0
2018-10-13,2018,10,13,03:05:00,15,AVENIDA,PEATON,MASCULINO,60.0
2018-10-19,2018,10,19,12:13:00,9,AUTOPISTA,MOTO,MASCULINO,28.0
2018-10-24,2018,10,24,09:18:00,15,CALLE,MOTO,FEMENINO,28.0
2018-10-25,2018,10,25,11:00:00,11,CALLE,MOTO,MASCULINO,20.0
2018-10-30,2018,10,30,02:15:00,1,AVENIDA,MOTO,MASCULINO,23.0
2018-10-31,2018,10,31,12:30:00,9,CALLE,PEATON,MASCULINO,42.0
2018-11-01,2018,11,1,10:50:00,8,GRAL PAZ,PEATON,MASCULINO,48.0
2018-11-04,2018,11,4,08:15:00,9,AVENIDA,MOTO,MASCULINO,30.0
2018-11-05,2018,11,5,14:49:00,3,AVENIDA,PEATON,FEMENINO,80.0
2018-11-05,2018,11,5,22:35:00,8,AVENIDA,PEATON,FEMENINO,32.0
2018-11-09,2018,11,9,13:34:00,12,AVENIDA,PEATON,FEMENINO,51.0
2018-11-09,2018,11,9,16:32:00,10,AVENIDA,PEATON,FEMENINO,72.0
2018-11-12,2018,11,12,01:00:00,8,AUTOPISTA,AUTO,MASCULINO,33.0
2018-11-12,2018,11,12,03:32:00,9,GRAL PAZ,AUTO,MASCULINO,25.0
2018-11-15,2018,11,15,19:40:00,9,AUTOPISTA,CARGAS,MASCULINO,44.0
2018-11-16,2018,11,16,21:12:00,4,AVENIDA,PEATON,MASCULINO,29.0
2018-11-18,2018,11,18,12:11:00,9,GRAL PAZ,MOTO,MASCULINO,27.0
2018-11-19,2018,11,19,09:14:00,12,GRAL PAZ,MOTO,MASCULINO,29.0
2018-11-25,2018,11,25,04:30:00,9,GRAL PAZ,AUTO,MASCULINO,49.0
2018-11-25,2018,11,25,04:30:00,9,GRAL PAZ,AUTO,FEMENINO,39.0
2018-11-28,2018,11,28,04:01:00,15,AVENIDA,MOTO,MASCULINO,37.0
2018-12-03,2018,12,3,03:00:00,10,AVENIDA,MOTO,MASCULINO,42.16716867469879
2018-12-07,2018,12,7,19:10:00,1,AVENIDA,MOTO,MASCULINO,29.0
2018-12-12,2018,12,12,08:26:00,2,AUTOPISTA,PEATON,MASCULINO,70.0
2018-12-12,2018,12,12,14:07:00,7,AVENIDA,PEATON,FEMENINO,60.0
2018-12-12,2018,12,12,21:00:00,7,AVENIDA,PEATON,MASCULINO,56.0
2018-12-18,2018,12,18,14:40:00,1,AVENIDA,PEATON,MASCULINO,80.0
2018-12-18,2018,12,18,15:42:00,7,AVENIDA,PEATON,FEMENINO,70.0
2018-12-18,2018,12,18,20:15:00,1,CALLE,MOTO,MASCULINO,29.0
2018-12-21,2018,12,21,09:30:00,10,CALLE,PASAJEROS,FEMENINO,79.0
2018-12-22,2018,12,22,06:30:00,7,CALLE,MOTO,MASCULINO,28.0
2018-12-22,2018,12,22,08:05:00,1,CALLE,AUTO,MASCULINO,78.0
2018-12-22,2018,12,22,17:40:00,5,AVENIDA,PEATON,MASCULINO,75.0
2018-12-25,2018,12,25,13:30:00,12,GRAL PAZ,CARGAS,MASCULINO,32.0
2018-12-29,2018,12,29,05:25:00,10,AVENIDA,MOTO,MASCULINO,22.0
2019-01-08,2019,1,8,08:30:00,2,AVENIDA,MOTO,MASCULINO,25.0
2019-01-09,2019,1,9,04:00:00,7,AVENIDA,AUTO,MASCULINO,32.0
2019-01-12,2019,1,12,08:00:00,15,AVENIDA,MOTO,MASCULINO,23.0
2019-01-14,2019,1,14,19:58:00,9,AVENIDA,AUTO,MASCULINO,71.0
2019-01-19,2019,1,19,12:00:00,10,AVENIDA,MOTO,MASCULINO,43.0
2019-01-23,2019,1,23,05:45:00,14,AVENIDA,PEATON,FEMENINO,12.0
2019-01-26,2019,1,26,19:34:00,5,CALLE,MOTO,MASCULINO,35.0
2019-01-30,2019,1,30,22:45:00,8,GRAL PAZ,MOTO,MASCULINO,42.0
2019-01-31,2019,1,31,14:55:00,1,AVENIDA,MOTO,MASCULINO,34.0
2019-02-02,2019,2,2,07:50:00,14,AVENIDA,PEATON,MASCULINO,42.16716867469879
2019-02-02,2019,2,2,07:50:00,14,AVENIDA,PEATON,MASCULINO,59.0
2019-02-10,2019,2,10,01:00:00,9,GRAL PAZ,PEATON,MASCULINO,42.16716867469879
2019-02-17,2019,2,17,03:16:00,8,AVENIDA,MOTO,MASCULINO,31.0
2019-02-20,2019,2,20,07:30:00,7,CALLE,PEATON,MASCULINO,39.0
2019-02-20,2019,2,20,17:30:00,11,CALLE,MOTO,MASCULINO,69.0
2019-02-23,2019,2,23,06:57:00,11,AVENIDA,AUTO,MASCULINO,21.0
2019-02-24,2019,2,24,02:00:00,4,CALLE,MOTO,MASCULINO,40.0
2019-03-03,2019,3,3,07:00:00,3,CALLE,AUTO,MASCULINO,22.0
2019-03-03,2019,3,3,23:30:00,13,AUTOPISTA,PEATON,FEMENINO,29.0
2019-03-06,2019,3,6,12:00:00,13,AVENIDA,MOTO,MASCULINO,42.16716867469879
2019-03-07,2019,3,7,21:01:00,5,AVENIDA,MOTO,MASCULINO,43.0
2019-03-15,2019,3,15,22:50:00,7,AVENIDA,MOTO,MASCULINO,23.0
2019-03-15,2019,3,15,1900-01-02 00:00:00,1,AVENIDA,AUTO,MASCULINO,42.16716867469879
2019-03-16,2019,3,16,08:28:00,9,GRAL PAZ,AUTO,MASCULINO,34.0
2019-03-19,2019,3,19,1900-01-14 07:12:00,1,AVENIDA,MOTO,MASCULINO,32.0
2019-03-22,2019,3,22,13:10:00,5,CALLE,PEATON,MASCULINO,27.0
2019-03-28,2019,3,28,07:32:00,8,AVENIDA,PEATON,MASCULINO,42.16716867469879
2019-03-28,2019,3,28,11:11:00,2,AVENIDA,BICICLETA,MASCULINO,37.0
2019-04-06,2019,4,6,09:15:00,11,AVENIDA,PEATON,FEMENINO,42.16716867469879
2019-04-07,2019,4,7,10:15:00,8,AVENIDA,MOTO,MASCULINO,27.0
2019-04-09,2019,4,9,16:00:00,7,CALLE,MOTO,MASCULINO,25.0
2019-04-12,2019,4,12,19:55:00,1,AVENIDA,BICICLETA,MASCULINO,20.0
2019-04-16,2019,4,16,11:00:00,11,AVENIDA,PEATON,FEMENINO,83.0
2019-04-18,2019,4,18,01:00:00,1,AUTOPISTA,MOTO,MASCULINO,25.0
2019-04-21,2019,4,21,09:08:00,7,AVENIDA,MOTO,MASCULINO,42.16716867469879
2019-04-23,2019,4,23,14:10:00,1,CALLE,PEATON,FEMENINO,75.0
2019-04-26,2019,4,26,22:46:00,6,CALLE,MOTO,MASCULINO,34.0
2019-05-01,2019,5,1,23:10:00,3,AVENIDA,MOTO,MASCULINO,17.0
2019-05-04,2019,5,4,14:10:00,13,AVENIDA,PEATON,FEMENINO,42.0
2019-05-09,2019,5,9,03:05:00,7,AVENIDA,MOTO,MASCULINO,28.0
2019-05-09,2019,5,9,12:45:00,7,CALLE,MOTO,MASCULINO,44.0
2019-05-11,2019,5,11,20:30:00,9,AVENIDA,AUTO,FEMENINO,78.0
2019-05-14,2019,5,14,15:00:00,1,CALLE,PEATON,MASCULINO,39.0
2019-05-21,2019,5,21,09:00:00,1,AVENIDA,BICICLETA,FEMENINO,42.16716867469879
2019-05-27,2019,5,27,12:45:00,5,AVENIDA,PEATON,FEMENINO,77.0
2019-06-03,2019,6,3,07:27:00,14,AVENIDA,MOTO,MASCULINO,33.0
2019-06-04,2019,6,4,09:00:00,13,GRAL PAZ,MOTO,FEMENINO,26.0
2019-06-06,2019,6,6,10:00:00,4,AVENIDA,PEATON,MASCULINO,76.0
2019-06-07,2019,6,7,07:00:00,6,AVENIDA,MOTO,MASCULINO,32.0
2019-06-08,2019,6,8,09:20:00,13,CALLE,PEATON,FEMENINO,72.0
2019-06-08,2019,6,8,23:35:00,14,AVENIDA,MOTO,MASCULINO,21.0
2019-06-11,2019,6,11,10:00:00,4,CALLE,MOTO,MASCULINO,41.0
2019-06-14,2019,6,14,17:20:00,8,AVENIDA,AUTO,MASCULINO,49.0
2019-06-20,2019,6,20,03:00:00,15,CALLE,MOTO,MASCULINO,21.0
2019-06-20,2019,6,20,19:45:00,1,AVENIDA,MOTO,MASCULINO,47.0
2019-06-29,2019,6,29,17:16:00,7,AVENIDA,PEATON,FEMENINO,75.0
2019-07-05,2019,7,5,19:00:00,13,CALLE,PEATON,FEMENINO,63.0
2019-07-10,2019,7,10,09:20:00,10,AUTOPISTA,MOTO,MASCULINO,39.0
2019-07-13,2019,7,13,22:35:00,1,CALLE,MOTO,MASCULINO,30.0
2019-07-17,2019,7,17,11:20:00,10,AVENIDA,PEATON,FEMENINO,78.0
2019-07-17,2019,7,17,18:40:00,13,CALLE,PEATON,FEMENINO,58.0
2019-08-01,2019,8,1,23:00:00,13,AVENIDA,PEATON,FEMENINO,60.0
2019-08-04,2019,8,4,01:30:00,15,AVENIDA,MOTO,MASCULINO,42.16716867469879
2019-08-06,2019,8,6,03:15:00,7,AVENIDA,MOTO,MASCULINO,20.0
2019-08-08,2019,8,8,16:45:00,4,CALLE,PEATON,FEMENINO,55.0
2019-08-11,2019,8,11,21:15:00,7,AVENIDA,PEATON,MASCULINO,40.0
2019-08-14,2019,8,14,15:00:00,10,CALLE,MOTO,MASCULINO,35.0
2019-08-14,2019,8,14,17:40:00,8,AVENIDA,MOTO,MASCULINO,53.0
2019-08-17,2019,8,17,05:25:00,4,AVENIDA,MOTO,MASCULINO,43.0
2019-08-22,2019,8,22,12:30:00,14,AVENIDA,MOTO,MASCULINO,25.0
2019-08-27,2019,8,27,11:30:00,9,AVENIDA,PEATON,MASCULINO,42.16716867469879
2019-08-28,2019,8,28,06:20:00,10,AVENIDA,AUTO,MASCULINO,22.0
2019-08-29,2019,8,29,01:50:00,15,AVENIDA,AUTO,MASCULINO,29.0
2019-08-29,2019,8,29,09:00:00,13,AUTOPISTA,MOTO,MASCULINO,35.0
2019-08-30,2019,8,30,23:20:00,4,CALLE,MOTO,MASCULINO,31.0
2019-09-05,2019,9,5,18:00:00,4,AUTOPISTA,MOTO,FEMENINO,29.0
2019-09-08,2019,9,8,03:40:00,14,AVENIDA,PEATON,FEMENINO,28.0
2019-09-12,2019,9,12,08:25:00,4,AVENIDA,PEATON,FEMENINO,72.0
2019-09-17,2019,9,17,05:30:00,5,CALLE,MOTO,MASCULINO,57.0
2019-09-17,2019,9,17,1900-01-04 18:40:00,13,GRAL PAZ,PEATON,MASCULINO,76.0
2019-09-23,2019,9,23,16:00:00,15,AVENIDA,PEATON,MASCULINO,67.0
2019-09-25,2019,9,25,07:45:00,8,AVENIDA,BICICLETA,MASCULINO,47.0
2019-09-26,2019,9,26,08:00:00,9,CALLE,AUTO,MASCULINO,73.0
2019-09-27,2019,9,27,11:45:00,7,CALLE,BICICLETA,FEMENINO,40.0
2019-10-09,2019,10,9,22:18:00,10,CALLE,BICICLETA,MASCULINO,20.0
2019-10-15,2019,10,15,14:10:00,15,AVENIDA,MOTO,MASCULINO,29.0
2019-10-21,2019,10,21,21:00:00,12,AVENIDA,MOTO,MASCULINO,41.0
2019-10-22,2019,10,22,20:00:00,4,AVENIDA,PEATON,MASCULINO,27.0
2019-10-23,2019,10,23,15:45:00,4,AVENIDA,PEATON,FEMENINO,92.0
2019-10-24,2019,10,24,18:26:00,9,AVENIDA,PEATON,MASCULINO,67.0
2019-11-01,2019,11,1,20:50:00,15,AVENIDA,PEATON,MASCULINO,35.0
2019-11-03,2019,11,3,10:30:00,4,CALLE,PEATON,MASCULINO,37.0
2019-11-13,2019,11,13,11:50:00,11,AVENIDA,BICICLETA,MASCULINO,16.0
2019-11-18,2019,11,18,14:00:00,15,CALLE,MOTO,FEMENINO,42.16716867469879
2019-11-20,2019,11,20,15:30:00,1,AUTOPISTA,MOTO,MASCULINO,42.16716867469879
2019-11-22,2019,11,22,19:33:00,1,AVENIDA,PEATON,MASCULINO,73.0
2019-11-25,2019,11,25,08:50:00,9,AUTOPISTA,MOTO,FEMENINO,23.0
2019-11-25,2019,11,25,14:00:00,15,AVENIDA,PASAJEROS,FEMENINO,61.0
2019-12-05,2019,12,5,17:30:00,12,AVENIDA,MOTO,MASCULINO,38.0
2019-12-17,2019,12,17,04:20:00,4,AVENIDA,MOTO,MASCULINO,25.0
2019-12-17,2019,12,17,14:30:00,9,CALLE,MOTO,MASCULINO,18.0
2019-12-18,2019,12,18,,11,GRAL PAZ,MOTO,MASCULINO,24.0
2019-12-21,2019,12,21,04:25:00,10,AVENIDA,MOTO,FEMENINO,23.0
2019-05-05,2019,5,5,11:00:00,10,AVENIDA,PEATON,FEMENINO,82.0
2020-01-04,2020,1,4,10:40:00,15,CALLE,PEATON,FEMENINO,87.0
2020-01-05,2020,1,5,20:00:00,7,AVENIDA,MOTO,MASCULINO,36.0
2020-01-11,2020,1,11,06:00:00,3,AVENIDA,PEATON,MASCULINO,44.0
2020-01-14,2020,1,14,21:40:00,1,AVENIDA,PEATON,MASCULINO,82.0
2020-01-14,2020,1,14,06:00:00,3,AVENIDA,MOTO,MASCULINO,25.0
2020-01-20,2020,1,20,12:55:00,8,AVENIDA,MOTO,MASCULINO,23.0
2020-01-27,2020,1,27,00:37:00,1,CALLE,PEATON,MASCULINO,52.0
2020-01-30,2020,1,30,07:10:00,2,AVENIDA,MOTO,MASCULINO,49.0
2020-02-04,2020,2,4,14:50:00,5,CALLE,PEATON,MASCULINO,48.0
2020-02-08,2020,2,8,05:45:00,1,AVENIDA,MOTO,MASCULINO,42.16716867469879
2020-02-12,2020,2,12,11:29:00,5,CALLE,MOTO,MASCULINO,31.0
2020-02-18,2020,2,18,21:00:00,3,CALLE,PEATON,FEMENINO,66.0
2020-02-20,2020,2,20,12:00:00,15,AVENIDA,PEATON,FEMENINO,58.0
2020-02-27,2020,2,27,02:14:00,11,CALLE,MOTO,MASCULINO,42.16716867469879
2020-02-28,2020,2,28,14:30:00,1,AVENIDA,MOTO,MASCULINO,29.0
2020-02-29,2020,2,29,13:00:00,1,AVENIDA,PEATON,MASCULINO,68.0
2020-03-05,2020,3,5,23:00:00,3,AVENIDA,PEATON,MASCULINO,42.16716867469879
2020-03-09,2020,3,9,14:00:00,13,AVENIDA,MOTO,MASCULINO,31.0
2020-03-10,2020,3,10,21:00:00,5,CALLE,PEATON,FEMENINO,80.0
2020-03-13,2020,3,13,17:30:00,3,AVENIDA,PEATON,FEMENINO,74.0
2020-03-14,2020,3,14,16:50:00,2,CALLE,PEATON,FEMENINO,87.0
2020-04-07,2020,4,7,06:15:00,9,AUTOPISTA,AUTO,MASCULINO,44.0
2020-04-09,2020,4,9,18:42:00,4,AVENIDA,AUTO,MASCULINO,44.0
2020-04-24,2020,4,24,07:58:00,9,CALLE,AUTO,MASCULINO,53.0
2020-05-12,2020,5,12,05:35:00,3,AVENIDA,PEATON,MASCULINO,42.16716867469879
2020-05-17,2020,5,17,06:40:00,14,AUTOPISTA,MOTO,MASCULINO,28.0
2020-05-18,2020,5,18,08:00:00,8,AVENIDA,PEATON,MASCULINO,76.0
2020-05-19,2020,5,19,10:00:00,15,AVENIDA,PEATON,MASCULINO,91.0
2020-06-10,2020,6,10,14:00:00,9,GRAL PAZ,PEATON,MASCULINO,80.0
2020-06-16,2020,6,16,15:00:00,6,AVENIDA,MOTO,MASCULINO,40.0
2020-06-30,2020,6,30,08:00:00,9,AVENIDA,MOTO,MASCULINO,29.0
2020-07-10,2020,7,10,23:00:00,15,AVENIDA,MOTO,MASCULINO,21.0
2020-07-19,2020,7,19,06:25:00,13,GRAL PAZ,AUTO,MASCULINO,32.0
2020-08-02,2020,8,2,03:20:00,3,CALLE,PEATON,FEMENINO,42.16716867469879
2020-08-04,2020,8,4,05:30:00,7,AUTOPISTA,MOTO,MASCULINO,40.0
2020-08-07,2020,8,7,18:40:00,14,AVENIDA,PEATON,MASCULINO,72.0
2020-08-29,2020,8,29,04:30:00,8,AVENIDA,PEATON,MASCULINO,38.0
2020-08-30,2020,8,30,04:00:00,14,AVENIDA,AUTO,MASCULINO,46.0
2020-08-30,2020,8,30,04:00:00,14,AVENIDA,AUTO,MASCULINO,64.0
2020-09-01,2020,9,1,19:17:42,9,CALLE,PEATON,MASCULINO,44.0
2020-09-12,2020,9,12,03:30:00,2,AVENIDA,AUTO,MASCULINO,42.16716867469879
2020-09-28,2020,9,28,01:45:00,7,AVENIDA,MOTO,MASCULINO,34.0
2020-09-29,2020,9,29,17:10:00,8,AVENIDA,PEATON,FEMENINO,53.0
2020-09-30,2020,9,30,17:20:00,1,AVENIDA,PEATON,MASCULINO,64.0
2020-10-05,2020,10,5,00:20:00,6,AVENIDA,AUTO,MASCULINO,43.0
2020-10-19,2020,10,19,03:00:00,8,GRAL PAZ,AUTO,MASCULINO,50.0
2020-10-27,2020,10,27,21:00:00,11,AVENIDA,MOTO,MASCULINO,41.0
2020-10-27,2020,10,27,14:00:00,9,AUTOPISTA,PEATON,MASCULINO,15.0
2020-10-29,2020,10,29,20:20:00,15,AVENIDA,MOTO,MASCULINO,41.0
2020-10-30,2020,10,30,20:00:00,1,AVENIDA,PEATON,MASCULINO,36.0
2020-11-01,2020,11,1,22:00:00,14,AVENIDA,PEATON,FEMENINO,28.0
2020-11-05,2020,11,5,00:40:00,10,AVENIDA,MOTO,MASCULINO,49.0
2020-11-07,2020,11,7,06:50:00,3,AVENIDA,BICICLETA,MASCULINO,44.0
2020-11-09,2020,11,9,03:30:00,4,AVENIDA,AUTO,MASCULINO,27.0
2020-11-19,2020,11,19,09:00:00,4,CALLE,BICICLETA,MASCULINO,59.0
2020-11-19,2020,11,19,12:30:00,12,AVENIDA,PEATON,MASCULINO,91.0
2020-11-21,2020,11,21,13:00:00,8,GRAL PAZ,MOTO,FEMENINO,34.0
2020-11-23,2020,11,23,07:45:00,11,AVENIDA,PEATON,MASCULINO,84.0
2020-11-24,2020,11,24,16:00:00,10,AVENIDA,PEATON,MASCULINO,57.0
2020-12-01,2020,12,1,06:35:00,1,CALLE,PEATON,FEMENINO,49.0
2020-12-03,2020,12,3,20:30:00,9,AVENIDA,PEATON,FEMENINO,69.0
2020-12-03,2020,12,3,14:40:00,13,AUTOPISTA,MOTO,MASCULINO,45.0
2020-12-04,2020,12,4,17:19:00,3,CALLE,BICICLETA,MASCULINO,47.0
2020-12-05,2020,12,5,07:10:00,11,CALLE,PEATON_MOTO,MASCULINO,38.0
2020-12-05,2020,12,5,07:10:00,11,CALLE,PEATON_MOTO,MASCULINO,21.0
2020-12-05,2020,12,5,16:00:00,12,GRAL PAZ,MOTO,MASCULINO,24.0
2020-12-07,2020,12,7,04:30:00,10,AUTOPISTA,MOTO,MASCULINO,27.0
2020-12-11,2020,12,11,22:00:00,4,AVENIDA,PEATON,MASCULINO,51.0
2020-12-12,2020,12,12,20:30:00,2,AVENIDA,MOTO,MASCULINO,71.0
2020-12-15,2020,12,15,05:20:00,1,AVENIDA,MOTO,MASCULINO,25.0
2020-12-17,2020,12,17,15:35:00,2,AVENIDA,PEATON,FEMENINO,81.0
2020-12-17,2020,12,17,23:00:00,7,AVENIDA,PEATON,MASCULINO,4.0
