ID,FECHA,AÑO,MES,HORA,pos x,pos y,TIPO_DE_CALLE,COMUNA,VICTIMA,ACUSADO,N_VICTIMAS,ROL,SEXO,EDAD
2017-0035,2017-03-23,2017,3,05:00:00,-58.35881506,-34.61113641,AVENIDA,1,AUTO,OBJETO FIJO,3,CONDUCTOR,MASCULINO,28
2017-0035,2017-03-23,2017,3,05:00:00,-58.35881506,-34.61113641,AVENIDA,1,AUTO,OBJETO FIJO,3,PASAJERO_ACOMPAÑANTE,MASCULINO,32
2017-0035,2017-03-23,2017,3,05:00:00,-58.35881506,-34.61113641,AVENIDA,1,AUTO,OBJETO FIJO,3,PASAJERO_ACOMPAÑANTE,MASCULINO,30
2017-0036,2017-03-29,2017,3,18:00:00,-58.51452347,-34.58159762,GRAL PAZ,12,MOTO,PASAJEROS,2,PASAJERO_ACOMPAÑANTE,FEMENINO,SD
2017-0036,2017-03-29,2017,3,18:00:00,-58.51452347,-34.58159762,GRAL PAZ,12,MOTO,PASAJEROS,2,CONDUCTOR,MASCULINO,20
2017-0037,2017-03-31,2017,3,03:00:00,-58.38896772,-34.61799615,AVENIDA,1,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,41
2017-0038,2017-04-01,2017,4,19:00:00,-58.44516857,-34.64363363,AVENIDA,7,MOTO,AUTO,1,CONDUCTOR,FEMENINO,40
2017-0040,2017-04-03,2017,4,09:40:00,-58.43834197,-34.54560369,AVENIDA,13,AUTO,MULTIPLE,1,CONDUCTOR,MASCULINO,43
2017-0041,2017-04-03,2017,4,23:15:00,-58.45485084,-34.63531854,CALLE,7,MOTO,AUTO,1,CONDUCTOR,MASCULINO,17
2017-0042,2017-04-10,2017,4,09:00:00,0.0,0.0,GRAL PAZ,14,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,SD
2017-0045,2017-04-14,2017,4,06:15:00,-58.52449285,-34.62454175,CALLE,10,MOTO,OBJETO FIJO,1,CONDUCTOR,MASCULINO,21
2017-0047,2017-04-23,2017,4,06:30:00,-58.46713742,-34.6719879,AVENIDA,8,MOTO,AUTO,1,CONDUCTOR,MASCULINO,37
2017-0049,2017-04-27,2017,4,18:16:00,-58.43850413,-34.65554754,AVENIDA,8,PEATON,PASAJEROS,1,PEATON,MASCULINO,22
2017-0050,2017-04-28,2017,4,11:08:08,0.0,0.0,AUTOPISTA,9,MOTO,CARGAS,2,CONDUCTOR,MASCULINO,46
2017-0050,2017-04-28,2017,4,11:08:08,0.0,0.0,AUTOPISTA,9,MOTO,CARGAS,2,PASAJERO_ACOMPAÑANTE,MASCULINO,16
2017-0051,2017-05-01,2017,5,03:47:47,0.0,0.0,AUTOPISTA,7,AUTO,AUTO,1,CONDUCTOR,MASCULINO,33
2017-0052,2017-05-05,2017,5,03:40:00,-58.49413799,-34.68095739,GRAL PAZ,8,PEATON,CARGAS,1,PEATON,FEMENINO,47
2017-0053,2017-05-05,2017,5,20:16:22,-58.37547846,-34.65326075,CALLE,4,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,28
2017-0054,2017-05-07,2017,5,21:00:00,-58.48680218,-34.58689719,AVENIDA,15,MOTO,AUTO,1,PASAJERO_ACOMPAÑANTE,FEMENINO,20
2017-0055,2017-05-09,2017,5,08:30:00,-58.49563989,-34.57962262,AVENIDA,12,AUTO,AUTO,1,CONDUCTOR,MASCULINO,32
2017-0058,2017-05-09,2017,5,23:10:00,-58.38403232,-34.5991594,AVENIDA,1,PEATON,MOTO,1,PEATON,MASCULINO,80
2017-0059,2017-05-11,2017,5,09:24:00,-58.38223382,-34.62693865,CALLE,1,PEATON,PASAJEROS,1,PEATON,FEMENINO,39
2017-0060,2017-05-13,2017,5,07:20:00,-58.45966521,-34.67323292,AVENIDA,8,MOTO,OBJETO FIJO,1,PASAJERO_ACOMPAÑANTE,MASCULINO,30
2017-0061,2017-05-15,2017,5,13:29:30,-58.39303911,-34.59871111,AVENIDA,2,PEATON,MOTO,1,PEATON,MASCULINO,47
2017-0062,2017-05-15,2017,5,16:00:00,-58.51262106,-34.63395999,AVENIDA,10,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,35
2017-0063,2017-05-17,2017,5,10:13:00,-58.38118367,-34.61646839,AVENIDA,1,PEATON,PASAJEROS,1,PEATON,FEMENINO,79
2017-0064,2017-05-20,2017,5,05:00:00,-58.37653284,-34.60582475,CALLE,1,CARGAS,AUTO,1,PASAJERO_ACOMPAÑANTE,MASCULINO,61
2017-0065,2017-05-22,2017,5,16:00:00,-58.37709334,-34.64035082,AVENIDA,4,BICICLETA,CARGAS,1,CICLISTA,MASCULINO,21
2017-0066,2017-05-22,2017,5,18:10:00,-58.46002142,-34.60409469,AVENIDA,15,PEATON,PASAJEROS,1,PEATON,MASCULINO,10
2017-0067,2017-05-23,2017,5,02:45:00,-58.4338197,-34.62801894,AVENIDA,6,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,21
2017-0068,2017-05-27,2017,5,19:50:00,-58.43580656,-34.66437532,AVENIDA,8,MOTO,OBJETO FIJO,1,CONDUCTOR,MASCULINO,32
2017-0069,2017-05-24,2017,5,14:15:00,-58.52173071,-34.65997463,GRAL PAZ,9,MOTO,SD,1,CONDUCTOR,MASCULINO,39
2017-0070,2017-05-30,2017,5,13:20:00,-58.50791763,-34.59804273,CALLE,11,PEATON,AUTO,1,PEATON,MASCULINO,80
2017-0072,2017-06-03,2017,6,23:20:00,-58.49175088,-34.58226957,AVENIDA,12,AUTO,AUTO,1,CONDUCTOR,MASCULINO,25
2017-0073,2017-06-04,2017,6,09:00:00,-58.40781467,-34.60425669,AVENIDA,3,MOTO,AUTO,1,CONDUCTOR,MASCULINO,19
2017-0074,2017-06-04,2017,6,12:50:00,-58.52567073,-34.63787791,CALLE,9,SD,SD,1,SD,MASCULINO,70
2017-0075,2017-06-12,2017,6,22:38:00,-58.381542,-34.60906385,AVENIDA,1,PEATON,MOTO,1,PEATON,MASCULINO,55
2017-0076,2017-06-13,2017,6,14:50:00,-58.38526125,-34.5780581,AVENIDA,2,PEATON,CARGAS,1,PEATON,FEMENINO,30
2017-0077,2017-06-17,2017,6,23:45:00,-58.42934104,-34.58451712,CALLE,14,MOTO,CARGAS,1,CONDUCTOR,FEMENINO,60
2017-0079,2017-06-19,2017,6,16:26:00,-58.40657493,-34.61781124,CALLE,3,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,33
2017-0080,2017-06-22,2017,6,10:15:00,-58.49525314,-34.64487785,AVENIDA,9,PEATON,CARGAS,1,PEATON,FEMENINO,95
2017-0082,2017-06-25,2017,6,22:40:00,-58.39092851,-34.62932696,AVENIDA,4,PEATON,AUTO,1,PEATON,MASCULINO,36
2017-0083,2017-07-04,2017,7,00:25:00,-58.49603546,-34.64564271,AVENIDA,9,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,37
2017-0084,2017-07-05,2017,7,12:49:00,-58.38502878,-34.58703485,AVENIDA,2,PEATON,PASAJEROS,1,PEATON,FEMENINO,73
2017-0085,2017-07-07,2017,7,14:15:00,-58.37261143,-34.63150425,AVENIDA,4,PEATON,PASAJEROS,1,PEATON,MASCULINO,84
2017-0086,2017-07-09,2017,7,07:30:00,-58.51876802,-34.63905965,AVENIDA,9,PEATON,MOTO,1,PEATON,FEMENINO,30
2017-0087,2017-07-10,2017,7,10:45:00,-58.41095567,-34.61516101,CALLE,3,PEATON,AUTO,1,PEATON,FEMENINO,73
2017-0088,2017-07-10,2017,7,22:30:00,-58.36797542,-34.62519403,AVENIDA,1,PEATON,PASAJEROS,1,PEATON,MASCULINO,43
2017-0089,2017-07-13,2017,7,12:05:00,-58.51514709,-34.64787051,CALLE,9,SD,AUTO,1,SD,MASCULINO,23
2017-0090,2017-07-15,2017,7,05:15:00,-58.51925642,-34.59171721,GRAL PAZ,11,PEATON,AUTO,1,PEATON,MASCULINO,22
2017-0091,2017-07-15,2017,7,13:00:00,-58.48671535,-34.54321216,GRAL PAZ,12,MOTO,SD,1,CONDUCTOR,MASCULINO,58
2017-0092,2017-07-24,2017,7,22:16:01,-58.38268809,-34.62282019,AUTOPISTA,1,PEATON,AUTO,1,PEATON,MASCULINO,66
2017-0093,2017-07-25,2017,7,16:48:40,-58.43633522,-34.54966288,AUTOPISTA,13,PEATON,AUTO,1,PEATON,MASCULINO,SD
2017-0094,2017-07-27,2017,7,08:50:00,-58.52640838,-34.61765855,CALLE,10,BICICLETA,CARGAS,1,CICLISTA,FEMENINO,56
2017-0095,2017-08-06,2017,8,08:00:00,-58.41894306,-34.59778875,AVENIDA,14,MOTO,AUTO,1,CONDUCTOR,MASCULINO,36
2017-0096,2017-08-07,2017,8,19:50:00,-58.46756026,-34.54972741,AVENIDA,13,PEATON,PASAJEROS,1,PEATON,MASCULINO,87
2017-0098,2017-08-08,2017,8,12:10:00,-58.45715752,-34.63132912,CALLE,7,PEATON,AUTO,1,PEATON,FEMENINO,61
2017-0099,2017-08-17,2017,8,19:45:00,-58.42406784,-34.56213916,AVENIDA,14,BICICLETA,AUTO,1,CICLISTA,MASCULINO,28
2017-0100,2017-08-21,2017,8,07:45:00,-58.3967447,-34.61512051,CALLE,3,MOTO,OBJETO FIJO,1,PASAJERO_ACOMPAÑANTE,FEMENINO,16
2017-0101,2017-08-23,2017,8,10:00:00,-58.44537508,-34.57084818,AVENIDA,13,PEATON,MULTIPLE,1,PEATON,FEMENINO,61
2017-0102,2017-08-24,2017,8,01:10:00,-58.40056767,-34.6510708,AVENIDA,4,PEATON,CARGAS,1,PEATON,MASCULINO,46
2017-0104,2017-08-25,2017,8,09:00:00,-58.38109568,-34.61853244,AVENIDA,1,PEATON,CARGAS,1,PEATON,FEMENINO,18
2017-0106,2017-08-31,2017,8,19:50:00,-58.42533612,-34.58035258,CALLE,14,PEATON,PASAJEROS,1,PEATON,FEMENINO,85
2017-0107,2017-09-01,2017,9,11:30:00,-58.46062311,-34.54395182,AVENIDA,13,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,41
2017-0108,2017-09-02,2017,9,04:53:08,-58.49491054,-34.54795581,GRAL PAZ,12,OBJETO FIJO,AUTO,2,PASAJERO_ACOMPAÑANTE,MASCULINO,17
2017-0108,2017-09-02,2017,9,04:53:08,-58.49491054,-34.54795581,GRAL PAZ,12,OBJETO FIJO,AUTO,2,PASAJERO_ACOMPAÑANTE,MASCULINO,10
2017-0109,2017-09-04,2017,9,21:00:00,-58.47130269,-34.63665402,AVENIDA,7,MOTO,AUTO,1,CONDUCTOR,MASCULINO,21
2017-0110,2017-09-06,2017,9,14:15:00,-58.370488,-34.60189492,AVENIDA,1,PEATON,PASAJEROS,1,PEATON,MASCULINO,56
2017-0111,2017-09-07,2017,9,18:23:37,-58.42023854,-34.6423411,CALLE,4,PEATON,CARGAS,1,PEATON,FEMENINO,79
2017-0112,2017-09-10,2017,9,09:32:17,-58.45807401,-34.6399743,AUTOPISTA,7,AUTO,OBJETO FIJO,2,PASAJERO_ACOMPAÑANTE,MASCULINO,1
2017-0112,2017-09-10,2017,9,09:32:17,-58.45807401,-34.6399743,AUTOPISTA,7,AUTO,OBJETO FIJO,2,PASAJERO_ACOMPAÑANTE,MASCULINO,SD
2017-0113,2017-09-11,2017,9,06:30:00,-58.37697717,-34.59573848,AVENIDA,1,PEATON,PASAJEROS,1,PEATON,FEMENINO,76
2017-0114,2017-09-15,2017,9,02:30:00,-58.3910058,-34.5849866,AVENIDA,2,AUTO,OBJETO FIJO,1,CONDUCTOR,MASCULINO,26
2017-0115,2017-09-19,2017,9,18:52:33,-58.42182126,-34.63089661,AVENIDA,5,MOTO,BICICLETA,1,CONDUCTOR,MASCULINO,34
2017-0116,2017-09-20,2017,9,22:24:00,-58.51389422,-34.58075791,GRAL PAZ,12,MOTO,OBJETO FIJO,1,CONDUCTOR,MASCULINO,22
2017-0118,2017-09-22,2017,9,07:02:09,-58.37585415,-34.65232158,AVENIDA,4,MOTO,AUTO,1,PASAJERO_ACOMPAÑANTE,FEMENINO,26
2017-0120,2017-10-02,2017,10,15:55:33,-58.47297505,-34.66245085,AUTOPISTA,9,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,20
2017-0123,2017-10-10,2017,10,01:05:38,-58.46855503,-34.67216349,AVENIDA,8,PEATON,AUTO,1,PEATON,FEMENINO,36
2017-0124,2017-10-12,2017,10,14:40:28,-58.44254033,-34.59185043,CALLE,15,MOTO,PASAJEROS,1,CONDUCTOR,MASCULINO,51
2017-0125,2017-10-13,2017,10,06:12:20,-58.46622247,-34.67926929,AVENIDA,8,MOTO,OBJETO FIJO,1,CONDUCTOR,MASCULINO,29
2017-0126,2017-10-14,2017,10,06:15:00,-58.48003734,-34.68148508,AVENIDA,8,AUTO,OBJETO FIJO,2,PASAJERO_ACOMPAÑANTE,MASCULINO,39
2017-0126,2017-10-14,2017,10,06:15:00,-58.48003734,-34.68148508,AVENIDA,8,AUTO,OBJETO FIJO,2,CONDUCTOR,MASCULINO,36
2017-0127,2017-10-16,2017,10,07:45:00,-58.41192137,-34.59800248,AVENIDA,2,MOTO,MOTO,1,PASAJERO_ACOMPAÑANTE,MASCULINO,24
2017-0128,2017-10-17,2017,10,12:30:00,-58.44034689,-34.61349731,CALLE,6,PEATON,PASAJEROS,1,PEATON,FEMENINO,60
2017-0129,2017-10-26,2017,10,19:15:15,-58.47155277,-34.64925746,AUTOPISTA,9,MOTO,PASAJEROS,1,CONDUCTOR,MASCULINO,57
2017-0130,2017-10-27,2017,10,05:30:00,-58.47883099,-34.59967065,AVENIDA,15,AUTO,CARGAS,1,CONDUCTOR,MASCULINO,23
2017-0132,2017-10-30,2017,10,14:00:00,-58.46552171,-34.6937413,AVENIDA,8,MOTO,PASAJEROS,1,CONDUCTOR,MASCULINO,23
2017-0134,2017-11-06,2017,11,18:00:00,-58.4423972,-34.66777987,AVENIDA,8,PEATON,PASAJEROS,1,PEATON,FEMENINO,47
2017-0135,2017-11-07,2017,11,12:14:10,-58.47032551,-34.59626814,AVENIDA,15,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,24
2017-0136,2017-11-16,2017,11,08:43:00,-58.41827843,-34.65522746,AVENIDA,4,PEATON,PASAJEROS,1,PEATON,MASCULINO,55
2017-0137,2017-11-17,2017,11,11:45:00,-58.51280715,-34.59279388,AVENIDA,11,PEATON,CARGAS,1,PEATON,FEMENINO,60
2017-0138,2017-11-19,2017,11,10:30:00,-58.46258582,-34.64385704,AVENIDA,7,MOTO,OBJETO FIJO,1,PASAJERO_ACOMPAÑANTE,MASCULINO,25
2017-0139,2017-11-19,2017,11,22:30:00,-58.45064148,-34.68003614,AVENIDA,8,AUTO,OBJETO FIJO,1,PASAJERO_ACOMPAÑANTE,FEMENINO,15
2017-0140,2017-11-19,2017,11,23:22:17,0.0,0.0,AUTOPISTA,4,MOTO,PASAJEROS,1,CONDUCTOR,MASCULINO,24
2017-0141,2017-11-23,2017,11,19:45:00,-58.42717783,-34.62513374,AVENIDA,6,PEATON,PASAJEROS,1,PEATON,FEMENINO,22
2017-0143,2017-11-25,2017,11,21:45:00,-58.46442001,-34.60724519,CALLE,11,AUTO,PASAJEROS,1,CONDUCTOR,MASCULINO,50
2017-0144,2017-11-26,2017,11,06:45:00,-58.47064556,-34.69843756,GRAL PAZ,8,AUTO,OBJETO FIJO,1,PASAJERO_ACOMPAÑANTE,FEMENINO,50
2017-0145,2017-11-26,2017,11,17:05:00,-58.41677733,-34.61223119,CALLE,5,MOTO,AUTO,1,CONDUCTOR,MASCULINO,58
2017-0147,2017-11-28,2017,11,11:15:00,-58.5025179,-34.67450313,GRAL PAZ,9,MOTO,AUTO,1,CONDUCTOR,MASCULINO,49
2017-0148,2017-11-29,2017,11,10:45:00,-58.40708125,-34.62438894,AVENIDA,3,PEATON,PASAJEROS,1,PEATON,FEMENINO,82
2017-0149,2017-11-30,2017,11,12:20:00,-58.36947198,-34.61477051,AVENIDA,1,PEATON,PASAJEROS,1,PEATON,MASCULINO,13
2017-0150,2017-12-04,2017,12,01:15:00,-58.51140889,-34.63934531,AVENIDA,9,PEATON,AUTO,1,PEATON,MASCULINO,56
2017-0151,2017-12-04,2017,12,02:15:00,-58.37460912,-34.65559133,CALLE,4,PEATON,PASAJEROS,1,PEATON,MASCULINO,SD
2017-0152,2017-12-06,2017,12,17:30:00,-58.41146277,-34.65073916,CALLE,4,BICICLETA,PASAJEROS,1,CICLISTA,MASCULINO,19
2017-0153,2017-12-11,2017,12,02:00:00,-58.42855267,-34.61829385,AVENIDA,6,MOTO,PASAJEROS,2,PASAJERO_ACOMPAÑANTE,MASCULINO,SD
2017-0153,2017-12-11,2017,12,02:00:00,-58.42855267,-34.61829385,AVENIDA,6,MOTO,PASAJEROS,2,CONDUCTOR,MASCULINO,30
2017-0154,2017-12-11,2017,12,09:15:00,-58.39035581,-34.63412287,AVENIDA,4,PEATON,PASAJEROS,1,PEATON,MASCULINO,76
2017-0155,2017-12-12,2017,12,21:25:41,-58.45593915,-34.62656868,AVENIDA,7,SD,MOTO,1,SD,MASCULINO,77
2017-0157,2017-12-17,2017,12,09:02:00,-58.52866211,-34.64597065,GRAL PAZ,9,AUTO,PASAJEROS,1,CONDUCTOR,MASCULINO,53
2017-0158,2017-12-18,2017,12,21:30:00,-58.52037476,-34.59407024,GRAL PAZ,11,MOTO,AUTO,1,CONDUCTOR,MASCULINO,32
2017-0159,2017-12-20,2017,12,04:31:27,-58.38896772,-34.61799615,AVENIDA,1,MOTO,AUTO,1,CONDUCTOR,MASCULINO,27
2017-0160,2017-12-22,2017,12,13:15:00,-58.47074114,-34.62771756,AVENIDA,7,PEATON,MOTO,1,PEATON,FEMENINO,30
2017-0161,2017-12-26,2017,12,15:30:00,-58.48200819,-34.65969965,AVENIDA,9,PEATON,AUTO,1,PEATON,FEMENINO,30
2018-0001,2018-01-01,2018,1,22:50:00,-58.39536773,-34.62297346,AVENIDA,3,PEATON,MOTO,1,PEATON,MASCULINO,83
2018-0002,2018-01-03,2018,1,16:40:00,-58.37456088,-34.61895467,CALLE,1,BICICLETA,PASAJEROS,1,CICLISTA,FEMENINO,26
2018-0003,2018-01-05,2018,1,10:12:00,-58.44860217,-34.60395657,AVENIDA,15,PEATON,MULTIPLE,1,PEATON,FEMENINO,58
2018-0004,2018-01-09,2018,1,09:40:00,-58.46129513,-34.54332766,AVENIDA,13,MOTO,MULTIPLE,1,CONDUCTOR,MASCULINO,39
2018-0005,2018-01-09,2018,1,22:30:00,-58.36907201,-34.61953517,AVENIDA,1,PEATON,PASAJEROS,1,PEATON,MASCULINO,54
2018-0006,2018-01-10,2018,1,21:15:00,-58.44062219,-34.62499107,CALLE,6,BICICLETA,PASAJEROS,1,CICLISTA,FEMENINO,45
2018-0007,2018-01-11,2018,1,02:30:00,-58.52502765,-34.63601265,AUTOPISTA,9,AUTO,AUTO,1,CONDUCTOR,MASCULINO,46
2018-0008,2018-01-12,2018,1,17:50:00,-58.36659655,-34.61687778,AVENIDA,1,MOTO,CARGAS,1,CONDUCTOR,FEMENINO,32
2018-0009,2018-01-14,2018,1,02:00:00,-58.36737389,-34.62763661,AVENIDA,4,MOTO,MOTO,1,CONDUCTOR,MASCULINO,19
2018-0010,2018-01-18,2018,1,05:10:00,-58.49807953,-34.63038658,CALLE,10,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,40
2018-0011,2018-01-19,2018,1,10:30:00,-58.39092703,-34.59088447,AVENIDA,2,PEATON,PASAJEROS,1,PEATON,MASCULINO,84
2018-0012,2018-01-26,2018,1,13:30:00,-58.46912006,-34.68049201,CALLE,8,MOTO,PASAJEROS,1,CONDUCTOR,MASCULINO,20
2018-0013,2018-01-28,2018,1,08:15:00,-58.48661286,-34.56786129,AVENIDA,12,MOTO,AUTO,1,CONDUCTOR,MASCULINO,44
2018-0014,2018-01-31,2018,1,20:00:00,-58.44074927,-34.65080597,AVENIDA,7,PEATON,MOTO,1,PEATON,MASCULINO,SD
2018-0015,2018-02-06,2018,2,01:00:00,-58.38636298,-34.64684275,AVENIDA,4,MOTO,PASAJEROS,2,CONDUCTOR,MASCULINO,28
2018-0015,2018-02-06,2018,2,01:00:00,-58.38636298,-34.64684275,AVENIDA,4,MOTO,PASAJEROS,2,PASAJERO_ACOMPAÑANTE,MASCULINO,19
2018-0016,2018-02-15,2018,2,10:15:00,-58.37533517,-34.59276462,AVENIDA,1,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,31
2018-0017,2018-02-17,2018,2,04:15:00,-58.46963952,-34.63070603,AVENIDA,7,PEATON,AUTO,1,PEATON,MASCULINO,35
2018-0018,2018-02-17,2018,2,07:15:00,-58.37207554,-34.64543658,CALLE,4,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,26
2018-0019,2018-02-17,2018,2,12:30:00,-58.39189441,-34.59176378,AVENIDA,2,PEATON,PASAJEROS,1,PEATON,FEMENINO,80
2018-0020,2018-02-19,2018,2,22:00:00,-58.45012957,-34.66518343,AUTOPISTA,8,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,26
2018-0021,2018-02-22,2018,2,10:45:00,-58.40184094,-34.64546845,AVENIDA,4,PEATON,PASAJEROS,1,PEATON,FEMENINO,62
2018-0022,2018-02-24,2018,2,00:00:00,-58.37441153,-34.63966783,AVENIDA,4,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,28
2018-0023,2018-02-24,2018,2,06:00:00,-58.44110156,-34.62082399,CALLE,6,MOTO,AUTO,1,CONDUCTOR,MASCULINO,28
2018-0024,2018-02-28,2018,2,23:00:00,-58.47087351,-34.57827342,AVENIDA,15,PEATON,CARGAS,1,PEATON,MASCULINO,70
2018-0025,2018-03-04,2018,3,22:30:00,-58.4596221,-34.6224514,AVENIDA,7,PEATON,AUTO,1,PEATON,MASCULINO,70
2018-0026,2018-03-09,2018,3,04:45:00,-58.41657793,-34.65476216,AVENIDA,4,MOVIL,CARGAS,2,CONDUCTOR,MASCULINO,24
2018-0026,2018-03-09,2018,3,04:45:00,-58.41657793,-34.65476216,AVENIDA,4,MOVIL,CARGAS,2,PASAJERO_ACOMPAÑANTE,MASCULINO,30
2018-0027,2018-03-11,2018,3,23:00:00,-58.41911301,-34.63722107,CALLE,5,PEATON,MOTO,1,PEATON,FEMENINO,74
2018-0028,2018-03-13,2018,3,15:45:00,-58.47120586,-34.64251042,AVENIDA,9,PEATON,CARGAS,1,PEATON,MASCULINO,71
2018-0029,2018-03-15,2018,3,18:00:00,-58.47418944,-34.62049672,AVENIDA,11,MOTO,AUTO,1,CONDUCTOR,MASCULINO,26
2018-0030,2018-03-20,2018,3,01:30:00,-58.46720441,-34.57905579,AVENIDA,15,MOTO,MOTO,1,CONDUCTOR,MASCULINO,24
2018-0031,2018-03-28,2018,3,10:15:00,-58.46909362,-34.6177971,AVENIDA,11,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,31
2018-0032,2018-04-02,2018,4,13:00:00,-58.44704343,-34.5688864,AVENIDA,13,PEATON,PASAJEROS,1,PEATON,MASCULINO,70
2018-0033,2018-04-07,2018,4,07:30:00,-58.50535541,-34.62902048,AVENIDA,10,MOTO,CARGAS,1,CONDUCTOR,FEMENINO,42
2018-0034,2018-04-11,2018,4,18:15:00,-58.40021675,-34.59522198,AVENIDA,2,PEATON,PASAJEROS,1,PEATON,MASCULINO,24
2018-0035,2018-04-12,2018,4,16:45:00,-58.46325991,-34.62919627,AVENIDA,7,PEATON,PASAJEROS,1,PEATON,FEMENINO,39
2018-0036,2018-04-13,2018,4,23:15:00,-58.49471482,-34.59694755,AVENIDA,15,MOTO,AUTO,1,CONDUCTOR,MASCULINO,37
2018-0037,2018-04-18,2018,4,18:45:00,-58.3987261,-34.59975962,AVENIDA,2,PEATON,CARGAS,1,PEATON,MASCULINO,84
2018-0038,2018-04-20,2018,4,17:10:00,-58.38872177,-34.60885045,AVENIDA,1,PEATON,AUTO,2,PEATON,FEMENINO,59
2018-0038,2018-04-20,2018,4,17:10:00,-58.38872177,-34.60885045,AVENIDA,1,PEATON,AUTO,2,PEATON,MASCULINO,61
2018-0039,2018-04-21,2018,4,22:15:00,0.0,0.0,AUTOPISTA,14,PEATON,AUTO,1,PEATON,MASCULINO,37
2018-0040,2018-04-27,2018,4,11:00:00,-58.45686132,-34.57305993,CALLE,13,PEATON,CARGAS,1,PEATON,FEMENINO,SD
2018-0041,2018-04-27,2018,4,13:30:00,-58.42281627,-34.64282424,AVENIDA,4,PEATON,PASAJEROS,1,PEATON,FEMENINO,78
2018-0042,2018-04-27,2018,4,18:43:00,-58.38666024,-34.63953396,CALLE,4,MOTO,CARGAS,1,PASAJERO_ACOMPAÑANTE,MASCULINO,23
2018-0043,2018-04-28,2018,4,06:30:00,-58.49122843,-34.61207587,AVENIDA,11,MOTO,AUTO,1,CONDUCTOR,MASCULINO,25
2018-0044,2018-04-28,2018,4,09:00:00,-58.40098306,-34.61866627,AVENIDA,3,PEATON,AUTO,1,PEATON,FEMENINO,50
2018-0045,2018-04-30,2018,4,07:00:00,-58.45448963,-34.5791692,AVENIDA,13,AUTO,CARGAS,1,CONDUCTOR,MASCULINO,60
2018-0046,2018-05-02,2018,5,03:15:00,-58.52927982,-34.63931752,GRAL PAZ,9,PEATON,AUTO,1,PEATON,MASCULINO,11
2018-0047,2018-05-08,2018,5,19:00:00,-58.44759966,-34.5917024,AVENIDA,15,PEATON,PASAJEROS,1,PEATON,MASCULINO,82
2018-0048,2018-05-09,2018,5,10:30:00,-58.46411215,-34.62925068,AVENIDA,7,PEATON,PASAJEROS,1,PEATON,MASCULINO,57
2018-0049,2018-05-11,2018,5,19:15:00,-58.4621322,-34.55395823,CALLE,13,PEATON,AUTO,1,PEATON,FEMENINO,40
2018-0050,2018-05-14,2018,5,18:45:00,-58.45669422,-34.5620361,AVENIDA,13,PEATON,PASAJEROS,1,PEATON,FEMENINO,47
2018-0051,2018-05-15,2018,5,21:15:00,-58.3597716,-34.64341878,CALLE,4,PEATON,AUTO,1,PEATON,FEMENINO,57
2018-0052,2018-05-18,2018,5,20:30:00,-58.49820145,-34.59070093,AVENIDA,15,PEATON,PASAJEROS,1,PEATON,MASCULINO,78
2018-0053,2018-05-20,2018,5,02:30:00,-58.4105928,-34.5993918,CALLE,3,MOTO,AUTO,1,CONDUCTOR,MASCULINO,43
2018-0054,2018-05-22,2018,5,11:15:00,-58.47969138,-34.57121563,CALLE,12,PEATON,BICICLETA,1,PEATON,FEMENINO,86
2018-0055,2018-05-29,2018,5,07:30:00,-58.40351561,-34.61883916,AVENIDA,3,MOTO,AUTO,1,CONDUCTOR,MASCULINO,21
2018-0056,2018-06-02,2018,6,13:00:00,-58.51973844,-34.63918987,AVENIDA,9,PEATON,PASAJEROS,1,PEATON,FEMENINO,69
2018-0057,2018-06-03,2018,6,03:30:00,-58.39311376,-34.62163006,CALLE,3,MOTO,PASAJEROS,1,CONDUCTOR,MASCULINO,33
2018-0058,2018-06-03,2018,6,06:30:00,-58.43531242,-34.59082159,AVENIDA,15,MOTO,AUTO,1,CONDUCTOR,MASCULINO,26
2018-0059,2018-06-08,2018,6,06:20:00,-58.41178165,-34.63035454,AVENIDA,5,MOTO,OTRO,1,CONDUCTOR,MASCULINO,54
2018-0060,2018-06-08,2018,6,12:50:00,-58.370488,-34.60189492,AVENIDA,1,PEATON,PASAJEROS,1,PEATON,MASCULINO,51
2018-0061,2018-06-10,2018,6,11:15:00,-58.39883882,-34.61964833,CALLE,3,MOTO,MOTO,1,CONDUCTOR,MASCULINO,51
2018-0062,2018-06-14,2018,6,01:00:00,-58.44110156,-34.62082399,CALLE,6,PEATON,CARGAS,1,PEATON,MASCULINO,32
