ID;N_VICTIMAS;FECHA;HORA;TIPO_DE_CALLE;COMUNA;POS_X;POS_Y;ACUSADO
2018-0036;1;2018-04-13;23;AVENIDA;15;-58.4947;-34.5969;AUTO
2018-0037;1;2018-04-18;18;AVENIDA;2;-58.3987;-34.5998;CARGAS
2018-0038;2;2018-04-20;17;AVENIDA;1;-58.3887;-34.6088;AUTO
2018-0039;1;2018-04-21;22;AUTOPISTA;14;-58.4386;-34.5480;AUTO
2018-0040;1;2018-04-27;11;CALLE;13;-58.4569;-34.5731;CARGAS
2018-0041;1;2018-04-27;13;AVENIDA;4;-58.4228;-34.6428;PASAJEROS
2018-0042;1;2018-04-27;18;CALLE;4;-58.3867;-34.6395;CARGAS
2018-0043;1;2018-04-28;6;AVENIDA;11;-58.4912;-34.6121;AUTO
2018-0044;1;2018-04-28;9;AVENIDA;3;-58.401;-34.6187;AUTO
2018-0045;1;2018-04-30;7;AVENIDA;13;-58.4545;-34.5792;CARGAS
2018-0046;1;2018-05-02;3;GRAL PAZ;9;-58.5293;-34.6393;AUTO
2018-0047;1;2018-05-08;19;AVENIDA;15;-58.4476;-34.5917;PASAJEROS
2018-0048;1;2018-05-09;10;AVENIDA;7;-58.4641;-34.6292;PASAJEROS
2018-0049;1;2018-05-11;19;CALLE;13;-58.4621;-34.554;AUTO
2018-0050;1;2018-05-14;18;AVENIDA;13;-58.4567;-34.562;PASAJEROS
2018-0051;1;2018-05-15;21;CALLE;4;-58.3598;-34.6434;AUTO
2018-0052;1;2018-05-18;20;AVENIDA;15;-58.4982;-34.5907;PASAJEROS
2018-0053;1;2018-05-20;2;CALLE;3;-58.4106;-34.5994;AUTO
2018-0054;1;2018-05-22;11;CALLE;12;-58.4797;-34.5712;BICICLETA
2018-0055;1;2018-05-29;7;AVENIDA;3;-58.4035;-34.6188;AUTO
2018-0056;1;2018-06-02;13;AVENIDA;9;-58.5197;-34.6392;PASAJEROS
2018-0057;1;2018-06-03;3;CALLE;3;-58.3931;-34.6216;PASAJEROS
2018-0058;1;2018-06-03;6;AVENIDA;15;-58.4353;-34.5908;AUTO
2018-0059;1;2018-06-08;6;AVENIDA;5;-58.4118;-34.6304;OTRO
2018-0060;1;2018-06-08;12;AVENIDA;1;-58.3705;-34.6019;PASAJEROS
2018-0061;1;2018-06-10;11;CALLE;3;-58.3988;-34.6196;MOTO
2018-0062;1;2018-06-14;1;CALLE;6;-58.4411;-34.6208;CARGAS
2018-0063;1;2018-06-16;21;AVENIDA;1;-58.3709;-34.5995;PASAJEROS
2018-0064;1;2018-06-25;1;AVENIDA;7;-58.4586;-34.6395;CARGAS
2018-0065;1;2018-06-26;17;CALLE;1;-58.3816;-34.5928;CARGAS
2018-0066;1;2018-06-28;11;AVENIDA;15;-58.4551;-34.587;PASAJEROS
2018-0067;1;2018-06-29;16;AVENIDA;4;-58.3772;-34.6297;AUTO
2018-0068;1;2018-07-01;9;AVENIDA;7;-58.4555;-34.6293;AUTO
2018-0069;1;2018-07-04;21;AVENIDA;2;-58.399;-34.5995;PASAJEROS
2018-0070;1;2018-07-07;15;CALLE;3;-58.4092;-34.6213;PASAJEROS
2018-0071;1;2018-07-10;17;AVENIDA;1;-58.3673;-34.611;CARGAS
2018-0072;1;2018-07-11;13;AUTOPISTA;8;-58.4827;-34.6845;CARGAS
2018-0073;1;2018-07-11;15;AVENIDA;4;-58.3955;-34.6517;CARGAS
2018-0074;1;2018-07-14;6;AVENIDA;7;-58.4694;-34.6338;CARGAS
2018-0075;1;2018-07-15;7;AVENIDA;14;-58.4037;-34.5813;AUTO
2018-0076;1;2018-07-16;9;CALLE;9;-58.5293;-34.6502;CARGAS
2018-0077;1;2018-07-16;23;CALLE;3;-58.4092;-34.6213;CARGAS
2018-0078;1;2018-07-21;6;CALLE;2;-58.4126;-34.5947;AUTO
2018-0079;1;2018-07-23;7;GRAL PAZ;9;-58.5088;-34.6698;CARGAS
2018-0080;1;2018-07-25;22;AVENIDA;9;-58.5123;-34.659;AUTO
2018-0081;1;2018-07-29;6;AVENIDA;7;-58.4474;-34.6457;MULTIPLE
2018-0082;1;2018-08-01;15;AVENIDA;9;-58.4944;-34.6587;CARGAS
2018-0083;1;2018-08-02;5;GRAL PAZ;8;-58.4798;-34.6915;CARGAS
2018-0084;1;2018-08-03;7;AVENIDA;1;-58.3652;-34.6226;CARGAS
2018-0085;2;2018-08-03;18;AVENIDA;3;-58.3912;-34.627;PASAJEROS
2018-0086;1;2018-08-10;21;AVENIDA;9;-58.4902;-34.6502;PASAJEROS
2018-0087;1;2018-08-15;19;AVENIDA;5;-58.4164;-34.6302;PASAJEROS
2018-0088;1;2018-08-17;16;GRAL PAZ;12;-58.5007;-34.5498;CARGAS
2018-0089;1;2018-08-17;17;AVENIDA;4;-58.3963;-34.6304;PASAJEROS
2018-0090;1;2018-08-18;10;AVENIDA;8;-58.4328;-34.6705;AUTO
2018-0091;1;2018-08-19;18;AUTOPISTA;9;-58.5228;-34.6366;AUTO
2018-0092;1;2018-08-20;8;AVENIDA;14;-58.4234;-34.5977;AUTO
2018-0093;1;2018-08-20;8;CALLE;1;-58.3869;-34.6311;PASAJEROS
2018-0094;1;2018-08-23;5;CALLE;14;-58.4117;-34.5858;PASAJEROS
2018-0095;1;2018-08-26;0;AVENIDA;9;-58.4674;-34.6512;AUTO
2018-0096;1;2018-08-31;22;AUTOPISTA;8;-58.4448;-34.6715;AUTO
2018-0097;1;2018-09-02;10;AVENIDA;8;-58.4325;-34.6613;OTRO
2018-0098;2;2018-09-09;5;GRAL PAZ;8;-58.472;-34.6964;AUTO
2018-0099;1;2018-09-12;14;AVENIDA;7;-58.4641;-34.6292;PASAJEROS
2018-0100;1;2018-09-20;10;AVENIDA;1;-58.3622;-34.6237;AUTO
2018-0101;1;2018-09-21;0;GRAL PAZ;12;-58.481;-34.5407;MULTIPLE
2018-0102;1;2018-09-21;0;CALLE;4;-58.4108;-34.6464;AUTO
2018-0103;1;2018-09-27;17;AVENIDA;7;-58.4461;-34.6445;MOTO
2018-0104;1;2018-10-01;8;AUTOPISTA;4;-58.3771;-34.6404;MOTO
2018-0105;1;2018-10-03;18;AVENIDA;7;-58.4696;-34.6307;PASAJEROS
2018-0106;1;2018-10-04;22;AVENIDA;13;-58.4367;-34.5516;MOTO
2018-0107;1;2018-10-06;14;AVENIDA;3;-58.406;-34.6101;PASAJEROS
2018-0108;1;2018-10-09;14;AVENIDA;1;-58.3615;-34.6046;AUTO
2018-0109;1;2018-10-10;22;AVENIDA;1;-58.3706;-34.6007;PASAJEROS
2018-0110;1;2018-10-13;3;AVENIDA;15;-58.4322;-34.6021;MOTO
2018-0111;1;2018-10-19;12;AUTOPISTA;9;-58.4696;-34.6495;CARGAS
2018-0112;1;2018-10-24;9;CALLE;15;-58.4467;-34.5997;CARGAS
2018-0113;1;2018-10-25;11;CALLE;11;-58.4715;-34.6147;CARGAS
2018-0114;1;2018-10-30;2;AVENIDA;1;-58.3903;-34.6181;AUTO
2018-0115;1;2018-10-31;12;CALLE;9;-58.5289;-34.643;PASAJEROS
2018-0116;1;2018-11-01;10;GRAL PAZ;8;-58.4937;-34.6798;CARGAS
2018-0117;1;2018-11-04;8;AVENIDA;9;-58.4827;-34.6601;MOTO
2018-0118;1;2018-11-05;14;AVENIDA;3;-58.4061;-34.6077;MOTO
2018-0119;1;2018-11-05;22;AVENIDA;8;-58.4361;-34.6629;SD
2018-0120;1;2018-11-09;13;AVENIDA;12;-58.4825;-34.5721;AUTO
2018-0121;1;2018-11-09;16;AVENIDA;10;-58.4995;-34.6374;PASAJEROS
2018-0122;1;2018-11-12;1;AUTOPISTA;8;-58.4774;-34.6723;AUTO
2018-0123;1;2018-11-12;3;GRAL PAZ;9;-58.5025;-34.6745;SD
2018-0124;1;2018-11-15;19;AUTOPISTA;9;-58.5214;-34.6368;CARGAS
2018-0125;1;2018-11-16;21;AVENIDA;4;-58.4165;-34.6508;PASAJEROS
2018-0126;1;2018-11-18;12;GRAL PAZ;9;-58.5299;-34.6406;AUTO
2018-0127;1;2018-11-19;9;GRAL PAZ;12;-58.5099;-34.5692;MOTO
2018-0128;2;2018-11-25;4;GRAL PAZ;9;-58.5284;-34.6459;PASAJEROS
2018-0129;1;2018-11-28;4;AVENIDA;15;-58.4502;-34.587;PASAJEROS
2018-0130;1;2018-12-03;3;AVENIDA;10;-58.4902;-34.6277;PASAJEROS
2018-0131;1;2018-12-07;19;AVENIDA;1;-58.3686;-34.6011;CARGAS
2018-0132;1;2018-12-12;8;AUTOPISTA;2;-58.3949;-34.5724;CARGAS
2018-0133;1;2018-12-12;14;AVENIDA;7;-58.4696;-34.6307;CARGAS
2018-0134;1;2018-12-12;21;AVENIDA;7;-58.4235;-34.6402;MOTO
2018-0135;1;2018-12-18;14;AVENIDA;1;-58.3747;-34.6127;PASAJEROS
2018-0136;1;2018-12-18;15;AVENIDA;7;-58.4644;-34.6291;PASAJEROS
2018-0137;1;2018-12-18;20;CALLE;1;-58.3848;-34.611;PASAJEROS
2018-0138;1;2018-12-21;9;CALLE;10;-58.5075;-34.6207;PASAJEROS
2018-0139;1;2018-12-22;6;CALLE;7;-58.4468;-34.6389;MOTO
2018-0140;1;2018-12-22;8;CALLE;1;-58.36;-34.6138;AUTO
2018-0141;1;2018-12-22;17;AVENIDA;5;-58.4151;-34.6209;MOTO
2018-0142;1;2018-12-25;13;GRAL PAZ;12;-58.51;-34.5725;PASAJEROS
2018-0143;1;2018-12-29;5;AVENIDA;10;-58.4861;-34.6405;AUTO
2019-0001;1;2019-01-08;8;AVENIDA;2;-58.3853;-34.5781;CARGAS
2019-0002;1;2019-01-09;4;AVENIDA;7;-58.4546;-34.6508;CARGAS
2019-0003;1;2019-01-12;8;AVENIDA;15;-58.4912;-34.5972;AUTO
2019-0004;1;2019-01-14;19;AVENIDA;9;-58.4733;-34.6528;PASAJEROS
2019-0005;1;2019-01-19;12;AVENIDA;10;-58.5211;-34.6338;CARGAS
2019-0006;1;2019-01-23;5;AVENIDA;14;-58.4165;-34.5551;AUTO
2019-0007;1;2019-01-26;19;CALLE;5;-58.4289;-34.6107;AUTO
2019-0008;1;2019-01-30;22;GRAL PAZ;8;-58.478;-34.6916;MULTIPLE
2019-0009;1;2019-01-31;14;AVENIDA;1;-58.3756;-34.622;AUTO
2019-0010;2;2019-02-02;7;AVENIDA;14;-58.4267;-34.5696;AUTO
2019-0011;1;2019-02-10;1;GRAL PAZ;9;-58.5184;-34.6625;AUTO
2019-0012;1;2019-02-17;3;AVENIDA;8;-58.4843;-34.6767;AUTO
2019-0013;1;2019-02-20;7;CALLE;7;-58.4338;-34.6446;AUTO
2019-0014;1;2019-02-20;17;CALLE;11;-58.5167;-34.5866;OBJETO FIJO
2019-0015;1;2019-02-23;6;AVENIDA;11;-58.4961;-34.597;OBJETO FIJO
2019-0016;1;2019-02-24;2;CALLE;4;-58.3831;-34.6336;PASAJEROS
2019-0017;1;2019-03-03;7;CALLE;3;-58.3991;-34.6163;PASAJEROS
2019-0018;1;2019-03-03;23;AUTOPISTA;13;-58.4493;-34.5405;AUTO
2019-0019;1;2019-03-06;12;AVENIDA;13;-58.4505;-34.5537;AUTO
2019-0020;1;2019-03-07;21;AVENIDA;5;-58.4129;-34.6357;AUTO
2019-0021;1;2019-03-15;22;AVENIDA;7;-58.4574;-34.6256;AUTO
2019-0022;1;2019-03-15;0;AVENIDA;1;-58.3912;-34.6235;SD
2019-0023;1;2019-03-16;8;GRAL PAZ;9;-58.5292;-34.6364;OBJETO FIJO
2019-0024;1;2019-03-19;7;AVENIDA;1;-58.3721;-34.5854;CARGAS
2019-0025;1;2019-03-22;13;CALLE;5;-58.4146;-34.6094;AUTO
2019-0026;1;2019-03-28;7;AVENIDA;8;-58.4798;-34.6915;PASAJEROS
2019-0027;1;2019-03-28;11;AVENIDA;2;-58.3999;-34.5951;MULTIPLE
2019-0028;1;2019-04-06;9;AVENIDA;11;-58.4605;-34.6059;PASAJEROS
2019-0029;1;2019-04-07;10;AVENIDA;8;-58.4798;-34.6915;OBJETO FIJO
2019-0030;1;2019-04-09;16;CALLE;7;-58.4546;-34.6245;CARGAS
2019-0031;1;2019-04-12;19;AVENIDA;1;-58.3695;-34.5983;CARGAS
2019-0032;1;2019-04-16;11;AVENIDA;11;-58.4642;-34.6044;AUTO
2019-0033;1;2019-04-18;1;AUTOPISTA;1;-58.3661;-34.6215;SD
2019-0034;1;2019-04-21;9;AVENIDA;7;-58.4554;-34.6509;OBJETO FIJO
2019-0035;1;2019-04-23;14;CALLE;1;-58.3794;-34.6005;BICICLETA
2019-0036;1;2019-04-26;22;CALLE;6;-58.4368;-34.6215;AUTO
2019-0037;1;2019-05-01;23;AVENIDA;3;-58.4078;-34.6197;AUTO
2019-0038;1;2019-05-04;14;AVENIDA;13;-58.4521;-34.5463;MOTO
2019-0039;1;2019-05-09;3;AVENIDA;7;-58.4675;-34.6355;AUTO
2019-0040;1;2019-05-09;12;CALLE;7;-58.4426;-34.6368;SD
2019-0041;1;2019-05-11;20;AVENIDA;9;-58.5114;-34.6585;MULTIPLE
2019-0042;1;2019-05-14;15;CALLE;1;-58.3821;-34.6247;PASAJEROS
2019-0043;1;2019-05-21;9;AVENIDA;1;-58.3695;-34.5983;CARGAS
2019-0044;1;2019-05-27;12;AVENIDA;5;-58.4164;-34.6204;MOTO
2019-0045;1;2019-06-03;7;AVENIDA;14;-58.4132;-34.5758;CARGAS
2019-0046;1;2019-06-04;9;GRAL PAZ;13;-58.4762;-34.5383;AUTO
2019-0047;1;2019-06-06;10;AVENIDA;4;-58.3864;-34.6333;CARGAS
2019-0048;1;2019-06-07;7;AVENIDA;6;-58.4532;-34.6204;CARGAS
2019-0049;1;2019-06-08;9;CALLE;13;-58.4585;-34.5617;CARGAS
2019-0050;1;2019-06-08;23;AVENIDA;14;-58.4183;-34.5941;CARGAS
2019-0051;1;2019-06-11;10;CALLE;4;-58.3638;-34.6383;AUTO
2019-0053;1;2019-06-14;17;AVENIDA;8;-58.4644;-34.66;AUTO
2019-0054;1;2019-06-20;3;CALLE;15;-58.4822;-34.5843;OBJETO FIJO
2019-0055;1;2019-06-20;19;AVENIDA;1;-58.3682;-34.6028;PASAJEROS
2019-0056;1;2019-06-29;17;AVENIDA;7;-58.4588;-34.6233;AUTO
2019-0057;1;2019-07-05;19;CALLE;13;-58.442;-34.5576;AUTO
2019-0058;1;2019-07-10;9;AUTOPISTA;10;-58.5062;-34.6363;PASAJEROS
2019-0059;1;2019-07-13;22;CALLE;1;-58.3841;-34.631;PASAJEROS
2019-0060;1;2019-07-17;11;AVENIDA;10;-58.481;-34.635;AUTO
2019-0061;1;2019-07-17;18;CALLE;13;-58.452;-34.5578;PASAJEROS
2019-0062;1;2019-08-01;23;AVENIDA;13;-58.4446;-34.562;PASAJEROS
2019-0063;1;2019-08-04;1;AVENIDA;15;-58.4522;-34.5871;PASAJEROS
2019-0064;1;2019-08-06;3;AVENIDA;7;-58.4596;-34.6225;AUTO
2019-0065;1;2019-08-08;16;CALLE;4;-58.4197;-34.6541;PASAJEROS
2019-0066;1;2019-08-11;21;AVENIDA;7;-58.4419;-34.6494;AUTO
2019-0067;1;2019-08-14;15;CALLE;10;-58.491;-34.6428;CARGAS
2019-0068;1;2019-08-14;17;AVENIDA;8;-58.4249;-34.6626;MOTO
2019-0069;1;2019-08-17;5;AVENIDA;4;-58.4049;-34.6293;AUTO
2019-0070;1;2019-08-22;12;AVENIDA;14;-58.4269;-34.5922;BICICLETA
2019-0071;1;2019-08-27;11;AVENIDA;9;-58.4796;-34.6562;CARGAS
2019-0072;1;2019-08-28;6;AVENIDA;10;-58.4744;-34.6352;AUTO
2019-0073;1;2019-08-29;1;AVENIDA;15;-58.4671;-34.5793;OBJETO FIJO
2019-0074;1;2019-08-29;9;AUTOPISTA;13;-58.4651;-34.5347;CARGAS
2019-0075;1;2019-08-30;23;CALLE;4;-58.3757;-34.6558;PASAJEROS
2019-0076;1;2019-09-05;18;AUTOPISTA;4;-58.3716;-34.6543;CARGAS
2019-0077;1;2019-09-08;3;AVENIDA;14;-58.3981;-34.5807;AUTO
2019-0078;1;2019-09-12;8;AVENIDA;4;-58.4113;-34.6542;CARGAS
2019-0079;1;2019-09-17;5;CALLE;5;-58.4182;-34.6187;PASAJEROS
2019-0080;1;2019-09-17;18;GRAL PAZ;13;-58.4762;-34.5383;MOTO
2019-0081;1;2019-09-23;16;AVENIDA;15;-58.4614;-34.5862;PASAJEROS
2019-0082;1;2019-09-25;7;AVENIDA;8;-58.4299;-34.6612;CARGAS
2019-0083;1;2019-09-26;8;CALLE;9;-58.4846;-34.6584;AUTO
2019-0084;1;2019-09-27;11;CALLE;7;-58.4657;-34.6363;CARGAS
2019-0085;1;2019-10-09;22;CALLE;10;-58.4926;-34.6342;TREN
2019-0086;1;2019-10-15;14;AVENIDA;15;-58.4528;-34.5884;PASAJEROS
2019-0087;1;2019-10-21;21;AVENIDA;12;-58.4797;-34.5742;MOTO
2019-0088;1;2019-10-22;20;AVENIDA;4;-58.4062;-34.6508;PASAJEROS
2019-0089;1;2019-10-23;15;AVENIDA;4;-58.3624;-34.6311;CARGAS
2019-0090;1;2019-10-24;18;AVENIDA;9;-58.4996;-34.6487;MOTO
2019-0091;1;2019-11-01;20;AVENIDA;15;-58.4455;-34.5956;PASAJEROS
2019-0092;1;2019-11-03;10;CALLE;4;-58.3561;-34.6342;PASAJEROS
2019-0093;1;2019-11-13;11;AVENIDA;11;-58.4648;-34.6091;OTRO
2019-0094;1;2019-11-18;14;CALLE;15;-58.4437;-34.5972;OTRO
2019-0095;1;2019-11-20;15;AUTOPISTA;1;-58.3786;-34.6291;CARGAS
2019-0096;1;2019-11-22;19;AVENIDA;1;-58.3756;-34.6273;PASAJEROS
2019-0097;1;2019-11-25;8;AUTOPISTA;9;-58.4772;-34.6482;MULTIPLE
2019-0098;1;2019-11-25;14;AVENIDA;15;-58.4513;-34.5898;PASAJEROS
2019-0100;1;2019-12-05;17;AVENIDA;12;-58.4904;-34.5837;AUTO
2019-0101;1;2019-12-17;4;AVENIDA;4;-58.421;-34.6499;MOTO
2019-0102;1;2019-12-17;14;CALLE;9;-58.5222;-34.6414;AUTO
2019-0104;1;2019-12-21;4;AVENIDA;10;-58.4746;-34.6321;AUTO
2019-0105;1;2019-05-05;11;AVENIDA;10;-58.5051;-34.6152;AUTO
2020-0001;1;2020-01-04;10;CALLE;15;-58.4391;-34.5921;AUTO
2020-0002;1;2020-01-05;20;AVENIDA;7;-58.4502;-34.6465;OBJETO FIJO
2020-0003;1;2020-01-11;6;AVENIDA;3;-58.3934;-34.6093;AUTO
2020-0004;1;2020-01-14;21;AVENIDA;1;-58.3906;-34.6092;PASAJEROS
2020-0005;1;2020-01-14;6;AVENIDA;3;-58.4104;-34.6248;PASAJEROS
2020-0006;1;2020-01-20;12;AVENIDA;8;-58.4493;-34.6541;CARGAS
2020-0007;1;2020-01-27;0;CALLE;1;-58.3816;-34.6165;MOTO
2020-0008;1;2020-01-30;7;AVENIDA;2;-58.4066;-34.598;CARGAS
2020-0009;1;2020-02-04;14;CALLE;5;-58.4199;-34.606;AUTO
2020-0010;1;2020-02-08;5;AVENIDA;1;-58.381;-34.6222;OBJETO FIJO
2020-0011;1;2020-02-12;11;CALLE;5;-58.418;-34.6182;CARGAS
2020-0012;1;2020-02-18;21;CALLE;3;-58.406;-34.6178;MOTO
2020-0013;1;2020-02-20;12;AVENIDA;15;-58.4755;-34.5799;MOTO
2020-0014;1;2020-02-27;2;CALLE;11;-58.514;-34.616;PASAJEROS
2020-0015;1;2020-02-28;14;AVENIDA;1;-58.368;-34.6252;PASAJEROS
2020-0016;1;2020-02-29;13;AVENIDA;1;-58.3713;-34.5988;PASAJEROS
2020-0017;1;2020-03-05;23;AVENIDA;3;-58.3961;-34.6141;AUTO
2020-0018;1;2020-03-09;14;AVENIDA;13;-58.449;-34.542;OBJETO FIJO
2020-0019;1;2020-03-10;21;CALLE;5;-58.4197;-34.6285;AUTO
2020-0020;1;2020-03-13;17;AVENIDA;3;-58.4057;-34.6056;MOTO
2020-0021;1;2020-03-14;16;CALLE;2;-58.4145;-34.5949;AUTO
2020-0022;1;2020-04-07;6;AUTOPISTA;9;-58.473;-34.6625;CARGAS
2020-0023;1;2020-04-09;18;AVENIDA;4;-58.3579;-34.637;CARGAS
2020-0024;1;2020-04-24;7;CALLE;9;-58.508;-34.6518;AUTO
2020-0025;1;2020-05-12;5;AVENIDA;3;-58.4026;-34.6098;AUTO
2020-0026;1;2020-05-17;6;AUTOPISTA;14;-58.4385;-34.5483;OBJETO FIJO
2020-0027;1;2020-05-18;8;AVENIDA;8;-58.4827;-34.6845;CARGAS
2020-0028;1;2020-05-19;10;AVENIDA;15;-58.4425;-34.6022;PASAJEROS
2020-0029;1;2020-06-10;14;GRAL PAZ;9;-58.5291;-34.6389;PASAJEROS
2020-0030;1;2020-06-16;15;AVENIDA;6;-58.4516;-34.6065;MULTIPLE
2020-0031;1;2020-06-30;8;AVENIDA;9;-58.4934;-34.6579;CARGAS
2020-0032;1;2020-07-10;23;AVENIDA;15;-58.4426;-34.5964;AUTO
2020-0033;1;2020-07-19;6;GRAL PAZ;13;-58.4674;-34.5348;OBJETO FIJO
2020-0034;1;2020-08-02;3;CALLE;3;-58.4118;-34.6092;AUTO
2020-0035;1;2020-08-04;5;AUTOPISTA;7;-58.4507;-34.6364;PASAJEROS
2020-0036;1;2020-08-07;18;AVENIDA;14;-58.4202;-34.5878;MOTO
2020-0037;1;2020-08-29;4;AVENIDA;8;-58.4385;-34.6555;AUTO
2020-0038;2;2020-08-30;4;AVENIDA;14;-58.4062;-34.5835;AUTO
2020-0039;1;2020-09-01;19;CALLE;9;-58.4933;-34.6634;CARGAS
2020-0040;1;2020-09-12;3;AVENIDA;2;-58.3853;-34.5781;OBJETO FIJO
2020-0041;1;2020-09-28;1;AVENIDA;7;-58.4475;-34.6349;PASAJEROS
2020-0042;1;2020-09-29;17;AVENIDA;8;-58.4675;-34.6819;PASAJEROS
2020-0043;1;2020-09-30;17;AVENIDA;1;-58.372;-34.5972;PASAJEROS
2020-0044;1;2020-10-05;0;AVENIDA;6;-58.4278;-34.6221;AUTO
2020-0045;1;2020-10-19;3;GRAL PAZ;8;-58.4624;-34.7052;CARGAS
2020-0046;1;2020-10-27;21;AVENIDA;11;-58.4844;-34.6078;MOTO
2020-0047;1;2020-10-27;14;AUTOPISTA;9;-58.4667;-34.6517;CARGAS
2020-0048;1;2020-10-29;20;AVENIDA;15;-58.4496;-34.5932;OBJETO FIJO
2020-0049;1;2020-10-30;20;AVENIDA;1;-58.3753;-34.5928;AUTO
2020-0050;1;2020-11-01;22;AVENIDA;14;-58.4253;-34.5787;MOTO
2020-0051;1;2020-11-05;0;AVENIDA;10;-58.4849;-34.6298;AUTO
2020-0052;1;2020-11-07;6;AVENIDA;3;-58.4048;-34.6018;CARGAS
2020-0053;1;2020-11-09;3;AVENIDA;4;-58.4113;-34.6542;AUTO
2020-0054;1;2020-11-19;9;CALLE;4;-58.3996;-34.6298;AUTO
2020-0055;1;2020-11-19;12;AVENIDA;12;-58.4901;-34.5787;CARGAS
2020-0056;1;2020-11-21;13;GRAL PAZ;8;-58.4706;-34.6984;CARGAS
2020-0057;1;2020-11-23;7;AVENIDA;11;-58.475;-34.6195;AUTO
2020-0058;1;2020-11-24;16;AVENIDA;10;-58.4873;-34.6365;AUTO
2020-0059;1;2020-12-01;6;CALLE;1;-58.3795;-34.6279;PASAJEROS
2020-0060;1;2020-12-03;20;AVENIDA;9;-58.4775;-34.6567;MOTO
2020-0061;1;2020-12-03;14;AUTOPISTA;13;-58.4493;-34.5405;CARGAS
2020-0062;1;2020-12-04;17;CALLE;3;-58.3925;-34.6125;PASAJEROS
2020-0063;2;2020-12-05;7;CALLE;11;-58.5278;-34.6105;MOTO
2020-0065;1;2020-12-05;16;GRAL PAZ;12;-58.4933;-34.5484;AUTO
2020-0066;1;2020-12-07;4;AUTOPISTA;10;-58.5018;-34.6359;OBJETO FIJO
2020-0067;1;2020-12-11;22;AVENIDA;4;-58.4166;-34.6548;PASAJEROS
2020-0068;1;2020-12-12;20;AVENIDA;2;-58.3973;-34.5831;AUTO
2020-0069;1;2020-12-15;5;AVENIDA;1;-58.3875;-34.6179;PASAJEROS
2020-0070;1;2020-12-17;15;AVENIDA;2;-58.3919;-34.5918;PASAJEROS
2020-0071;1;2020-12-17;23;AVENIDA;7;-58.4675;-34.6355;AUTO
2020-0072;1;2020-12-19;3;AVENIDA;3;-58.4028;-34.6211;AUTO
2020-0073;1;2020-12-20;7;AVENIDA;8;-58.4445;-34.6848;OBJETO FIJO
2020-0074;1;2020-12-20;21;AVENIDA;7;-58.4711;-34.6274;AUTO
2020-0075;1;2020-12-23;14;AVENIDA;1;-58.3822;-34.6037;PASAJEROS
2020-0076;1;2020-12-24;12;AVENIDA;10;-58.4979;-34.6157;PASAJEROS
2020-0077;2;2020-12-25;6;AVENIDA;15;-58.4722;-34.6011;AUTO
2020-0078;1;2020-12-25;5;CALLE;7;-58.4371;-34.6322;PASAJEROS
2020-0079;1;2020-12-27;4;GRAL PAZ;12;-58.4933;-34.5484;OBJETO FIJO
2021-0001;1;2021-01-06;18;AUTOPISTA;1;-58.3796;-34.6262;AUTO
2021-0002;1;2021-01-07;10;AVENIDA;9;-58.5106;-34.6497;CARGAS
2021-0003;1;2021-01-10;7;AUTOPISTA;7;-58.4305;-34.6294;OBJETO FIJO
2021-0004;1;2021-01-11;9;AVENIDA;5;-58.4146;-34.6387;CARGAS
2021-0005;1;2021-01-11;21;AVENIDA;9;-58.4677;-34.6473;AUTO
2021-0006;1;2021-01-12;21;AUTOPISTA;14;-58.4079;-34.5673;CARGAS
2021-0007;1;2021-01-18;10;AVENIDA;15;-58.4874;-34.5862;MOTO
2021-0008;1;2021-01-22;23;AVENIDA;4;-58.4166;-34.6548;PASAJEROS
2021-0009;1;2021-01-23;5;AVENIDA;6;-58.4535;-34.6114;OBJETO FIJO
2021-0010;1;2021-01-23;8;GRAL PAZ;12;-58.5007;-34.5498;AUTO
2021-0011;1;2021-01-27;1;AVENIDA;2;-58.3914;-34.5956;AUTO
2021-0012;1;2021-01-29;20;AUTOPISTA;8;-58.4819;-34.6839;AUTO
2021-0013;1;2021-01-31;6;AVENIDA;10;-58.4873;-34.6365;OBJETO FIJO
2021-0014;1;2021-02-02;0;AVENIDA;15;-58.4833;-34.5978;AUTO
2021-0015;1;2021-02-06;3;AVENIDA;15;-58.4902;-34.5972;OBJETO FIJO
2021-0016;1;2021-02-14;5;AVENIDA;8;-58.4723;-34.6848;OBJETO FIJO
2021-0017;1;2021-02-17;4;AVENIDA;1;-58.3826;-34.6317;PASAJEROS
2021-0018;1;2021-02-20;19;CALLE;3;-58.4105;-34.6079;AUTO
2021-0019;1;2021-02-21;1;AVENIDA;12;-58.4966;-34.5635;OBJETO FIJO
2021-0020;1;2021-02-21;15;CALLE;5;-58.4246;-34.6073;CARGAS
2021-0021;1;2021-02-26;5;CALLE;3;-58.4117;-34.6119;OBJETO FIJO
2021-0022;1;2021-02-28;12;AVENIDA;13;-58.4516;-34.5522;SD
2021-0023;1;2021-03-01;9;AUTOPISTA;4;-58.3567;-34.6286;CARGAS
2021-0024;1;2021-03-03;16;AVENIDA;9;-58.4957;-34.6701;CARGAS
2021-0025;1;2021-03-11;3;GRAL PAZ;8;-58.487;-34.688;OTRO
2021-0026;1;2021-03-15;2;AUTOPISTA;4;-58.3756;-34.6445;OBJETO FIJO
2021-0027;1;2021-03-16;15;GRAL PAZ;12;-58.4949;-34.548;CARGAS
